Home ID,Appliance Type,Energy Consumption (kWh),Outdoor Temperature,Season,Household Size,Timestamp,Month,Year,Month_Name
170,Air Conditioning,4.7,39.4,Spring,4,2023-06-27 00:09:00,2023-06,2023,Jun
58,Air Conditioning,3.99,18.1,Spring,4,2023-06-26 23:35:00,2023-06,2023,Jun
88,Air Conditioning,2.41,18.2,Spring,2,2023-06-26 23:29:00,2023-06,2023,Jun
275,Air Conditioning,3.75,-8.0,Spring,4,2023-06-26 22:36:00,2023-06,2023,Jun
28,Air Conditioning,3.27,35.2,Spring,1,2023-06-26 22:30:00,2023-06,2023,Jun
404,Air Conditioning,2.35,38.1,Spring,3,2023-06-26 21:39:00,2023-06,2023,Jun
227,Air Conditioning,2.12,37.0,Spring,5,2023-06-26 21:29:00,2023-06,2023,Jun
398,Air Conditioning,3.41,27.3,Spring,4,2023-06-26 20:39:00,2023-06,2023,Jun
382,Air Conditioning,4.92,14.9,Spring,2,2023-06-26 20:37:00,2023-06,2023,Jun
471,Air Conditioning,4.12,35.7,Spring,2,2023-06-27 08:15:00,2023-06,2023,Jun
401,Air Conditioning,2.26,36.5,Spring,4,2023-06-27 08:27:00,2023-06,2023,Jun
250,Air Conditioning,4.54,27.3,Spring,4,2023-06-27 09:15:00,2023-06,2023,Jun
322,Air Conditioning,4.43,11.8,Winter,4,2023-02-11 11:16:00,2023-02,2023,Feb
399,Air Conditioning,3.11,19.1,Winter,5,2023-02-11 09:48:00,2023-02,2023,Feb
371,Air Conditioning,4.0,17.0,Spring,1,2023-05-30 23:30:00,2023-05,2023,May
79,Air Conditioning,3.18,38.3,Spring,5,2023-06-27 17:01:00,2023-06,2023,Jun
243,Air Conditioning,2.17,5.5,Spring,1,2023-06-27 16:33:00,2023-06,2023,Jun
285,Air Conditioning,3.3,34.8,Spring,4,2023-05-30 23:44:00,2023-05,2023,May
83,Air Conditioning,2.03,35.9,Spring,1,2023-06-27 15:01:00,2023-06,2023,Jun
428,Air Conditioning,3.78,38.8,Spring,2,2023-06-27 14:21:00,2023-06,2023,Jun
276,Air Conditioning,2.15,12.9,Spring,1,2023-05-31 00:14:00,2023-05,2023,May
434,Air Conditioning,3.19,2.5,Spring,5,2023-06-26 19:23:00,2023-06,2023,Jun
394,Air Conditioning,2.61,25.8,Winter,1,2023-02-11 10:24:00,2023-02,2023,Feb
229,Air Conditioning,2.51,31.4,Spring,5,2023-06-27 13:07:00,2023-06,2023,Jun
354,Air Conditioning,2.44,22.7,Spring,3,2023-06-27 11:52:00,2023-06,2023,Jun
393,Air Conditioning,4.22,-8.9,Spring,5,2023-06-27 10:54:00,2023-06,2023,Jun
290,Air Conditioning,3.69,34.7,Spring,5,2023-06-27 10:23:00,2023-06,2023,Jun
233,Air Conditioning,4.39,1.6,Winter,1,2023-02-17 18:31:00,2023-02,2023,Feb
438,Air Conditioning,3.89,26.8,Spring,3,2023-06-27 10:03:00,2023-06,2023,Jun
446,Air Conditioning,3.43,2.0,Spring,5,2023-06-27 09:39:00,2023-06,2023,Jun
126,Air Conditioning,3.01,18.3,Spring,2,2023-06-27 09:23:00,2023-06,2023,Jun
46,Air Conditioning,2.48,16.9,Spring,4,2023-06-27 13:13:00,2023-06,2023,Jun
482,Air Conditioning,3.2,13.6,Spring,3,2023-06-26 18:33:00,2023-06,2023,Jun
198,Air Conditioning,4.01,19.2,Spring,4,2023-06-26 18:31:00,2023-06,2023,Jun
403,Air Conditioning,2.99,18.3,Spring,4,2023-05-31 08:55:00,2023-05,2023,May
205,Air Conditioning,4.01,1.2,Spring,3,2023-06-26 05:28:00,2023-06,2023,Jun
244,Air Conditioning,4.44,13.1,Spring,5,2023-06-26 05:14:00,2023-06,2023,Jun
234,Air Conditioning,4.07,39.6,Spring,5,2023-06-26 04:35:00,2023-06,2023,Jun
51,Air Conditioning,3.0,4.4,Winter,3,2023-02-11 17:14:00,2023-02,2023,Feb
289,Air Conditioning,4.8,30.0,Spring,4,2023-06-26 04:01:00,2023-06,2023,Jun
164,Air Conditioning,3.45,4.1,Spring,1,2023-06-26 03:53:00,2023-06,2023,Jun
291,Air Conditioning,3.77,-2.6,Spring,2,2023-06-26 03:45:00,2023-06,2023,Jun
6,Air Conditioning,3.61,39.3,Spring,1,2023-06-26 03:42:00,2023-06,2023,Jun
45,Air Conditioning,2.09,28.2,Winter,1,2023-02-17 16:02:00,2023-02,2023,Feb
322,Air Conditioning,2.39,-1.5,Winter,3,2023-02-11 17:27:00,2023-02,2023,Feb
280,Air Conditioning,2.21,36.1,Spring,4,2023-05-31 15:03:00,2023-05,2023,May
431,Air Conditioning,5.0,23.3,Spring,3,2023-05-31 15:29:00,2023-05,2023,May
11,Air Conditioning,4.54,37.3,Spring,2,2023-05-31 15:30:00,2023-05,2023,May
153,Air Conditioning,4.4,18.0,Spring,5,2023-05-31 15:45:00,2023-05,2023,May
303,Air Conditioning,2.95,-9.5,Winter,4,2023-02-17 15:41:00,2023-02,2023,Feb
269,Air Conditioning,4.96,0.2,Spring,2,2023-06-26 01:26:00,2023-06,2023,Jun
216,Air Conditioning,2.44,4.3,Spring,2,2023-06-26 01:12:00,2023-06,2023,Jun
14,Air Conditioning,3.19,-1.0,Spring,1,2023-06-25 23:29:00,2023-06,2023,Jun
144,Air Conditioning,4.72,10.4,Spring,4,2023-06-26 03:38:00,2023-06,2023,Jun
388,Air Conditioning,3.94,26.9,Spring,3,2023-06-27 18:19:00,2023-06,2023,Jun
477,Air Conditioning,4.39,18.5,Spring,1,2023-06-26 06:42:00,2023-06,2023,Jun
489,Air Conditioning,3.35,37.6,Spring,2,2023-05-31 12:31:00,2023-05,2023,May
372,Air Conditioning,4.96,29.8,Spring,5,2023-05-31 09:22:00,2023-05,2023,May
290,Air Conditioning,4.99,29.6,Spring,2,2023-06-26 16:57:00,2023-06,2023,Jun
488,Air Conditioning,2.98,17.8,Spring,2,2023-06-26 16:51:00,2023-06,2023,Jun
159,Air Conditioning,3.65,2.5,Winter,3,2023-02-11 13:47:00,2023-02,2023,Feb
348,Air Conditioning,4.69,29.3,Spring,4,2023-06-26 16:22:00,2023-06,2023,Jun
498,Air Conditioning,4.69,12.6,Spring,2,2023-06-26 15:31:00,2023-06,2023,Jun
481,Air Conditioning,3.77,-5.2,Spring,4,2023-05-31 10:05:00,2023-05,2023,May
338,Air Conditioning,2.9,24.0,Winter,4,2023-02-17 16:55:00,2023-02,2023,Feb
359,Air Conditioning,3.73,1.6,Spring,5,2023-06-26 07:19:00,2023-06,2023,Jun
33,Air Conditioning,4.95,35.9,Spring,5,2023-06-26 14:06:00,2023-06,2023,Jun
336,Air Conditioning,3.66,36.0,Spring,1,2023-06-26 11:41:00,2023-06,2023,Jun
153,Air Conditioning,4.36,21.2,Winter,1,2023-02-11 14:55:00,2023-02,2023,Feb
61,Air Conditioning,2.72,-9.1,Spring,5,2023-06-26 11:25:00,2023-06,2023,Jun
325,Air Conditioning,2.0,26.4,Winter,4,2023-02-11 15:25:00,2023-02,2023,Feb
136,Air Conditioning,3.47,9.0,Spring,5,2023-05-31 11:10:00,2023-05,2023,May
29,Air Conditioning,3.23,32.7,Spring,2,2023-06-26 09:31:00,2023-06,2023,Jun
188,Air Conditioning,4.52,37.7,Spring,2,2023-06-26 08:17:00,2023-06,2023,Jun
260,Air Conditioning,2.57,25.6,Spring,2,2023-05-31 11:49:00,2023-05,2023,May
378,Air Conditioning,2.21,36.4,Spring,4,2023-06-26 11:58:00,2023-06,2023,Jun
190,Air Conditioning,3.37,20.2,Winter,2,2023-02-11 19:17:00,2023-02,2023,Feb
422,Air Conditioning,3.01,18.8,Spring,3,2023-05-30 23:08:00,2023-05,2023,May
341,Air Conditioning,2.62,24.1,Spring,2,2023-05-30 21:42:00,2023-05,2023,May
141,Air Conditioning,3.88,9.2,Spring,3,2023-05-30 05:52:00,2023-05,2023,May
393,Air Conditioning,4.74,17.1,Spring,1,2023-06-29 01:25:00,2023-06,2023,Jun
433,Air Conditioning,3.55,34.0,Spring,2,2023-05-30 06:35:00,2023-05,2023,May
169,Air Conditioning,3.43,-6.5,Spring,5,2023-06-29 00:02:00,2023-06,2023,Jun
63,Air Conditioning,2.39,25.1,Spring,5,2023-06-29 00:00:00,2023-06,2023,Jun
246,Air Conditioning,3.05,-0.2,Spring,1,2023-06-28 23:18:00,2023-06,2023,Jun
192,Air Conditioning,4.34,26.4,Spring,2,2023-06-28 22:59:00,2023-06,2023,Jun
479,Air Conditioning,3.87,35.6,Spring,2,2023-06-28 21:21:00,2023-06,2023,Jun
19,Air Conditioning,2.75,12.1,Spring,1,2023-06-28 21:19:00,2023-06,2023,Jun
343,Air Conditioning,3.34,12.5,Spring,3,2023-06-28 20:43:00,2023-06,2023,Jun
35,Air Conditioning,3.9,25.3,Spring,5,2023-06-28 20:17:00,2023-06,2023,Jun
330,Air Conditioning,3.9,11.1,Spring,4,2023-06-28 20:06:00,2023-06,2023,Jun
65,Air Conditioning,2.35,4.7,Spring,1,2023-06-28 19:17:00,2023-06,2023,Jun
373,Air Conditioning,3.66,24.0,Spring,3,2023-06-28 18:36:00,2023-06,2023,Jun
62,Air Conditioning,3.0,14.0,Winter,3,2023-02-11 04:55:00,2023-02,2023,Feb
29,Air Conditioning,3.73,27.8,Spring,3,2023-06-28 18:13:00,2023-06,2023,Jun
3,Air Conditioning,3.85,12.3,Spring,2,2023-05-30 10:22:00,2023-05,2023,May
289,Air Conditioning,2.57,-7.9,Spring,5,2023-05-30 05:50:00,2023-05,2023,May
271,Air Conditioning,3.54,29.1,Spring,4,2023-05-30 05:04:00,2023-05,2023,May
383,Air Conditioning,4.39,33.6,Winter,5,2023-02-11 02:50:00,2023-02,2023,Feb
83,Air Conditioning,4.32,20.3,Spring,3,2023-05-30 04:37:00,2023-05,2023,May
205,Air Conditioning,3.34,26.4,Spring,3,2023-06-29 12:40:00,2023-06,2023,Jun
215,Air Conditioning,2.84,0.0,Spring,4,2023-06-29 12:19:00,2023-06,2023,Jun
394,Air Conditioning,2.52,35.9,Winter,3,2023-02-11 01:11:00,2023-02,2023,Feb
342,Air Conditioning,3.19,-9.3,Spring,3,2023-06-29 10:28:00,2023-06,2023,Jun
63,Air Conditioning,4.39,22.1,Spring,1,2023-06-29 10:18:00,2023-06,2023,Jun
74,Air Conditioning,4.8,11.4,Spring,3,2023-06-29 10:07:00,2023-06,2023,Jun
264,Air Conditioning,2.2,-7.1,Spring,4,2023-06-29 09:41:00,2023-06,2023,Jun
436,Air Conditioning,2.54,37.7,Spring,4,2023-06-29 09:39:00,2023-06,2023,Jun
154,Air Conditioning,2.66,4.5,Spring,2,2023-06-28 16:41:00,2023-06,2023,Jun
122,Air Conditioning,3.56,18.8,Spring,4,2023-06-29 08:06:00,2023-06,2023,Jun
48,Air Conditioning,3.79,10.2,Spring,1,2023-06-29 06:43:00,2023-06,2023,Jun
419,Air Conditioning,2.15,2.5,Spring,4,2023-06-29 06:33:00,2023-06,2023,Jun
461,Air Conditioning,3.96,3.2,Spring,4,2023-06-29 05:32:00,2023-06,2023,Jun
35,Air Conditioning,2.02,-0.6,Spring,2,2023-06-29 04:55:00,2023-06,2023,Jun
166,Air Conditioning,4.17,-0.3,Spring,3,2023-05-30 03:16:00,2023-05,2023,May
121,Air Conditioning,4.52,39.8,Winter,2,2023-02-11 02:25:00,2023-02,2023,Feb
274,Air Conditioning,2.93,39.4,Winter,2,2023-02-11 02:33:00,2023-02,2023,Feb
472,Air Conditioning,4.34,5.8,Spring,4,2023-05-30 04:16:00,2023-05,2023,May
363,Air Conditioning,3.53,34.8,Spring,2,2023-06-29 07:13:00,2023-06,2023,Jun
63,Air Conditioning,3.58,-6.6,Winter,5,2023-02-11 05:32:00,2023-02,2023,Feb
246,Air Conditioning,2.27,-7.8,Spring,2,2023-06-28 16:20:00,2023-06,2023,Jun
8,Air Conditioning,4.43,2.7,Spring,3,2023-06-28 16:05:00,2023-06,2023,Jun
161,Air Conditioning,2.3,31.1,Spring,4,2023-06-28 05:48:00,2023-06,2023,Jun
283,Air Conditioning,2.65,0.3,Spring,3,2023-06-28 05:17:00,2023-06,2023,Jun
345,Air Conditioning,2.13,-6.6,Spring,4,2023-05-30 17:06:00,2023-05,2023,May
304,Air Conditioning,2.91,35.9,Winter,3,2023-02-11 08:06:00,2023-02,2023,Feb
195,Air Conditioning,2.65,-9.1,Spring,3,2023-06-28 04:25:00,2023-06,2023,Jun
409,Air Conditioning,3.35,-7.4,Spring,3,2023-05-30 17:32:00,2023-05,2023,May
167,Air Conditioning,4.66,-1.4,Spring,2,2023-05-30 17:41:00,2023-05,2023,May
250,Air Conditioning,4.87,28.6,Spring,5,2023-05-30 18:35:00,2023-05,2023,May
415,Air Conditioning,3.67,-0.6,Winter,1,2023-02-17 20:10:00,2023-02,2023,Feb
71,Air Conditioning,2.31,21.8,Spring,2,2023-06-28 03:09:00,2023-06,2023,Jun
259,Air Conditioning,2.84,22.6,Spring,2,2023-06-28 02:25:00,2023-06,2023,Jun
47,Air Conditioning,2.55,37.0,Winter,3,2023-02-17 19:41:00,2023-02,2023,Feb
52,Air Conditioning,4.09,-9.0,Spring,1,2023-06-28 01:42:00,2023-06,2023,Jun
224,Air Conditioning,4.99,31.5,Spring,5,2023-05-30 19:53:00,2023-05,2023,May
494,Air Conditioning,4.66,15.5,Spring,5,2023-05-30 21:01:00,2023-05,2023,May
216,Air Conditioning,3.34,38.3,Spring,2,2023-06-28 00:25:00,2023-06,2023,Jun
302,Air Conditioning,3.2,19.3,Spring,2,2023-06-27 23:57:00,2023-06,2023,Jun
47,Air Conditioning,4.55,39.7,Winter,5,2023-02-17 19:19:00,2023-02,2023,Feb
412,Air Conditioning,3.25,35.0,Spring,5,2023-05-30 19:24:00,2023-05,2023,May
429,Air Conditioning,4.83,-1.5,Spring,4,2023-06-27 20:23:00,2023-06,2023,Jun
232,Air Conditioning,2.96,30.6,Spring,2,2023-06-28 06:54:00,2023-06,2023,Jun
340,Air Conditioning,2.77,16.1,Spring,4,2023-06-28 07:06:00,2023-06,2023,Jun
31,Air Conditioning,2.65,19.5,Spring,1,2023-06-28 15:30:00,2023-06,2023,Jun
474,Air Conditioning,3.38,39.2,Winter,4,2023-02-11 06:06:00,2023-02,2023,Feb
127,Air Conditioning,4.62,-9.6,Spring,3,2023-06-28 13:48:00,2023-06,2023,Jun
396,Air Conditioning,4.6,5.3,Spring,2,2023-05-30 13:19:00,2023-05,2023,May
468,Air Conditioning,3.11,-8.3,Winter,3,2023-02-11 06:16:00,2023-02,2023,Feb
130,Air Conditioning,4.3,1.9,Spring,4,2023-05-30 13:21:00,2023-05,2023,May
194,Air Conditioning,3.16,12.4,Spring,3,2023-06-28 11:54:00,2023-06,2023,Jun
106,Air Conditioning,4.13,-8.6,Spring,5,2023-05-30 13:30:00,2023-05,2023,May
342,Air Conditioning,2.57,1.3,Winter,2,2023-02-11 07:31:00,2023-02,2023,Feb
281,Air Conditioning,3.06,21.0,Spring,3,2023-05-30 14:02:00,2023-05,2023,May
85,Air Conditioning,3.77,30.2,Winter,2,2023-02-11 06:43:00,2023-02,2023,Feb
173,Air Conditioning,4.44,8.5,Spring,3,2023-06-28 09:22:00,2023-06,2023,Jun
480,Air Conditioning,3.86,14.8,Winter,2,2023-02-11 06:55:00,2023-02,2023,Feb
22,Air Conditioning,3.99,-6.2,Winter,1,2023-02-11 06:57:00,2023-02,2023,Feb
24,Air Conditioning,4.69,8.6,Spring,4,2023-05-30 14:13:00,2023-05,2023,May
312,Air Conditioning,4.11,9.8,Spring,1,2023-05-30 15:55:00,2023-05,2023,May
81,Air Conditioning,4.36,-7.6,Spring,5,2023-05-30 15:55:00,2023-05,2023,May
68,Air Conditioning,3.49,3.0,Spring,4,2023-06-28 07:46:00,2023-06,2023,Jun
50,Air Conditioning,4.42,-2.1,Spring,1,2023-05-30 14:08:00,2023-05,2023,May
101,Air Conditioning,4.42,-1.7,Spring,1,2023-06-29 13:41:00,2023-06,2023,Jun
365,Air Conditioning,2.42,6.3,Spring,3,2023-05-31 16:47:00,2023-05,2023,May
435,Air Conditioning,4.06,9.9,Spring,1,2023-05-31 18:09:00,2023-05,2023,May
61,Air Conditioning,3.3,-0.7,Winter,3,2023-02-12 07:01:00,2023-02,2023,Feb
236,Air Conditioning,2.86,3.0,Spring,3,2023-06-23 21:49:00,2023-06,2023,Jun
247,Air Conditioning,4.03,12.7,Spring,2,2023-06-23 21:20:00,2023-06,2023,Jun
345,Air Conditioning,2.42,38.9,Spring,1,2023-06-23 21:17:00,2023-06,2023,Jun
453,Air Conditioning,4.11,-7.0,Spring,2,2023-06-23 20:43:00,2023-06,2023,Jun
470,Air Conditioning,3.73,-3.0,Spring,4,2023-06-23 19:25:00,2023-06,2023,Jun
231,Air Conditioning,4.65,15.9,Spring,1,2023-06-01 17:24:00,2023-06,2023,Jun
103,Air Conditioning,4.23,33.0,Spring,4,2023-06-23 17:46:00,2023-06,2023,Jun
416,Air Conditioning,3.11,21.8,Spring,3,2023-06-23 17:26:00,2023-06,2023,Jun
245,Air Conditioning,4.48,2.6,Spring,3,2023-06-23 17:11:00,2023-06,2023,Jun
224,Air Conditioning,2.96,37.7,Spring,3,2023-06-23 16:45:00,2023-06,2023,Jun
497,Air Conditioning,4.18,2.2,Spring,3,2023-06-23 16:22:00,2023-06,2023,Jun
77,Air Conditioning,2.93,35.8,Spring,3,2023-06-23 16:20:00,2023-06,2023,Jun
397,Air Conditioning,4.3,-0.2,Spring,1,2023-06-23 16:10:00,2023-06,2023,Jun
157,Air Conditioning,3.44,10.0,Spring,4,2023-06-23 14:50:00,2023-06,2023,Jun
15,Air Conditioning,2.86,24.0,Spring,2,2023-06-23 14:24:00,2023-06,2023,Jun
246,Air Conditioning,3.02,12.8,Spring,4,2023-06-01 18:33:00,2023-06,2023,Jun
226,Air Conditioning,4.31,28.2,Spring,1,2023-06-01 17:14:00,2023-06,2023,Jun
188,Air Conditioning,3.94,27.9,Winter,4,2023-02-17 10:23:00,2023-02,2023,Feb
35,Air Conditioning,3.79,12.0,Spring,4,2023-06-01 16:44:00,2023-06,2023,Jun
163,Air Conditioning,3.02,-7.2,Spring,2,2023-06-01 16:19:00,2023-06,2023,Jun
408,Air Conditioning,2.47,39.2,Spring,5,2023-06-24 07:20:00,2023-06,2023,Jun
66,Air Conditioning,2.97,31.3,Spring,2,2023-06-24 07:05:00,2023-06,2023,Jun
446,Air Conditioning,2.22,34.9,Winter,1,2023-02-17 11:44:00,2023-02,2023,Feb
29,Air Conditioning,3.89,32.6,Winter,4,2023-02-17 11:35:00,2023-02,2023,Feb
340,Air Conditioning,3.69,-3.6,Spring,4,2023-06-24 06:31:00,2023-06,2023,Jun
175,Air Conditioning,4.27,28.9,Spring,5,2023-06-24 06:19:00,2023-06,2023,Jun
144,Air Conditioning,3.33,24.0,Spring,4,2023-06-24 06:14:00,2023-06,2023,Jun
397,Air Conditioning,2.76,33.5,Winter,2,2023-02-12 05:27:00,2023-02,2023,Feb
79,Air Conditioning,2.69,5.3,Spring,4,2023-06-01 19:47:00,2023-06,2023,Jun
439,Air Conditioning,3.53,15.1,Spring,5,2023-06-24 05:07:00,2023-06,2023,Jun
151,Air Conditioning,2.09,-0.8,Spring,1,2023-06-24 02:44:00,2023-06,2023,Jun
130,Air Conditioning,3.43,36.5,Spring,2,2023-06-01 13:40:00,2023-06,2023,Jun
436,Air Conditioning,3.33,34.4,Spring,4,2023-06-01 15:01:00,2023-06,2023,Jun
134,Air Conditioning,4.82,25.2,Winter,1,2023-02-12 06:18:00,2023-02,2023,Feb
13,Air Conditioning,3.63,10.4,Winter,3,2023-02-12 06:21:00,2023-02,2023,Feb
451,Air Conditioning,2.5,0.3,Spring,2,2023-06-01 16:11:00,2023-06,2023,Jun
61,Air Conditioning,4.13,38.6,Winter,4,2023-02-12 06:27:00,2023-02,2023,Feb
214,Air Conditioning,2.36,7.7,Spring,1,2023-06-23 23:33:00,2023-06,2023,Jun
425,Air Conditioning,2.25,30.2,Spring,4,2023-06-24 04:53:00,2023-06,2023,Jun
477,Air Conditioning,3.05,38.9,Spring,2,2023-06-01 20:44:00,2023-06,2023,Jun
142,Air Conditioning,2.03,4.7,Spring,2,2023-06-01 20:57:00,2023-06,2023,Jun
307,Air Conditioning,3.99,20.6,Winter,5,2023-02-12 09:21:00,2023-02,2023,Feb
403,Air Conditioning,4.71,7.4,Spring,5,2023-06-02 01:05:00,2023-06,2023,Jun
383,Air Conditioning,3.05,38.8,Spring,5,2023-06-02 02:47:00,2023-06,2023,Jun
420,Air Conditioning,3.05,4.8,Spring,1,2023-06-23 00:07:00,2023-06,2023,Jun
72,Air Conditioning,4.48,38.6,Winter,3,2023-02-12 11:43:00,2023-02,2023,Feb
84,Air Conditioning,3.62,9.7,Spring,5,2023-06-02 04:29:00,2023-06,2023,Jun
122,Air Conditioning,2.55,21.0,Winter,1,2023-02-17 07:56:00,2023-02,2023,Feb
344,Air Conditioning,4.32,-8.4,Winter,2,2023-02-12 11:54:00,2023-02,2023,Feb
19,Air Conditioning,2.17,25.6,Spring,1,2023-06-22 22:38:00,2023-06,2023,Jun
77,Air Conditioning,4.32,-0.3,Spring,2,2023-06-23 02:08:00,2023-06,2023,Jun
263,Air Conditioning,4.11,-9.9,Spring,4,2023-06-22 20:54:00,2023-06,2023,Jun
124,Air Conditioning,4.19,35.6,Spring,3,2023-06-22 18:59:00,2023-06,2023,Jun
55,Air Conditioning,2.25,10.9,Spring,1,2023-06-22 18:29:00,2023-06,2023,Jun
368,Air Conditioning,3.11,32.0,Spring,2,2023-06-22 18:21:00,2023-06,2023,Jun
2,Air Conditioning,2.69,24.4,Winter,1,2023-02-12 13:08:00,2023-02,2023,Feb
4,Air Conditioning,2.83,-5.3,Spring,2,2023-06-02 08:33:00,2023-06,2023,Jun
167,Air Conditioning,2.39,-0.3,Winter,4,2023-02-12 13:34:00,2023-02,2023,Feb
218,Air Conditioning,3.15,1.8,Winter,5,2023-02-12 13:42:00,2023-02,2023,Feb
272,Air Conditioning,3.44,-7.5,Spring,5,2023-06-02 10:10:00,2023-06,2023,Jun
323,Air Conditioning,4.54,11.0,Spring,2,2023-06-22 19:06:00,2023-06,2023,Jun
65,Air Conditioning,3.39,12.3,Spring,5,2023-06-01 09:11:00,2023-06,2023,Jun
42,Air Conditioning,2.74,38.7,Spring,4,2023-06-23 03:09:00,2023-06,2023,Jun
423,Air Conditioning,3.13,23.4,Spring,1,2023-06-02 00:01:00,2023-06,2023,Jun
453,Air Conditioning,3.06,8.3,Spring,4,2023-06-23 10:55:00,2023-06,2023,Jun
83,Air Conditioning,2.21,13.5,Winter,2,2023-02-12 09:33:00,2023-02,2023,Feb
117,Air Conditioning,4.12,34.8,Spring,1,2023-06-23 10:39:00,2023-06,2023,Jun
162,Air Conditioning,4.7,9.8,Spring,5,2023-06-23 10:35:00,2023-06,2023,Jun
420,Air Conditioning,3.91,27.3,Spring,1,2023-06-01 21:11:00,2023-06,2023,Jun
435,Air Conditioning,4.18,-8.3,Winter,4,2023-02-12 10:12:00,2023-02,2023,Feb
275,Air Conditioning,3.83,-2.3,Spring,3,2023-06-23 09:44:00,2023-06,2023,Jun
170,Air Conditioning,2.26,10.4,Spring,4,2023-06-01 21:37:00,2023-06,2023,Jun
477,Air Conditioning,3.17,14.2,Spring,4,2023-06-02 00:06:00,2023-06,2023,Jun
101,Air Conditioning,4.83,-3.9,Spring,2,2023-06-23 09:34:00,2023-06,2023,Jun
441,Air Conditioning,3.11,31.9,Spring,3,2023-06-23 07:54:00,2023-06,2023,Jun
143,Air Conditioning,2.01,36.1,Spring,5,2023-06-01 21:42:00,2023-06,2023,Jun
190,Air Conditioning,3.34,0.8,Spring,4,2023-06-23 07:32:00,2023-06,2023,Jun
202,Air Conditioning,3.32,30.3,Spring,4,2023-06-01 22:43:00,2023-06,2023,Jun
154,Air Conditioning,2.23,37.6,Spring,2,2023-06-23 05:49:00,2023-06,2023,Jun
277,Air Conditioning,4.27,-5.6,Spring,3,2023-06-23 05:05:00,2023-06,2023,Jun
362,Air Conditioning,4.62,21.2,Spring,3,2023-06-23 04:12:00,2023-06,2023,Jun
26,Air Conditioning,2.89,26.0,Spring,1,2023-06-01 23:07:00,2023-06,2023,Jun
147,Air Conditioning,4.42,20.9,Spring,5,2023-06-23 08:30:00,2023-06,2023,Jun
34,Air Conditioning,3.15,29.4,Spring,3,2023-06-25 22:42:00,2023-06,2023,Jun
337,Air Conditioning,2.99,10.3,Spring,4,2023-06-24 08:35:00,2023-06,2023,Jun
281,Air Conditioning,3.75,9.6,Spring,4,2023-06-24 09:11:00,2023-06,2023,Jun
135,Air Conditioning,3.23,8.1,Spring,5,2023-06-25 10:30:00,2023-06,2023,Jun
434,Air Conditioning,3.69,10.9,Winter,2,2023-02-11 22:02:00,2023-02,2023,Feb
303,Air Conditioning,3.32,13.4,Winter,2,2023-02-17 14:42:00,2023-02,2023,Feb
262,Air Conditioning,3.69,21.0,Spring,2,2023-05-31 19:16:00,2023-05,2023,May
378,Air Conditioning,3.85,31.3,Spring,2,2023-06-25 09:03:00,2023-06,2023,Jun
309,Air Conditioning,4.03,27.5,Winter,1,2023-02-11 22:26:00,2023-02,2023,Feb
307,Air Conditioning,3.9,-3.9,Spring,2,2023-06-25 08:57:00,2023-06,2023,Jun
449,Air Conditioning,4.25,-1.9,Spring,5,2023-05-31 23:49:00,2023-05,2023,May
52,Air Conditioning,2.89,16.3,Spring,3,2023-06-25 08:36:00,2023-06,2023,Jun
455,Air Conditioning,3.69,4.4,Spring,1,2023-06-25 08:18:00,2023-06,2023,Jun
181,Air Conditioning,4.6,34.6,Winter,2,2023-02-11 22:47:00,2023-02,2023,Feb
413,Air Conditioning,4.82,0.5,Spring,2,2023-06-25 08:07:00,2023-06,2023,Jun
84,Air Conditioning,3.11,33.8,Winter,5,2023-02-11 22:59:00,2023-02,2023,Feb
385,Air Conditioning,3.69,21.6,Spring,4,2023-06-25 07:42:00,2023-06,2023,Jun
168,Air Conditioning,3.35,21.1,Spring,3,2023-06-01 00:46:00,2023-06,2023,Jun
162,Air Conditioning,2.1,11.1,Spring,2,2023-06-25 06:20:00,2023-06,2023,Jun
379,Air Conditioning,3.54,11.5,Spring,2,2023-06-25 05:07:00,2023-06,2023,Jun
367,Air Conditioning,3.72,30.9,Spring,4,2023-06-25 10:33:00,2023-06,2023,Jun
431,Air Conditioning,4.31,39.1,Spring,5,2023-06-25 10:46:00,2023-06,2023,Jun
26,Air Conditioning,2.95,37.3,Spring,5,2023-05-31 18:48:00,2023-05,2023,May
282,Air Conditioning,4.15,37.4,Spring,4,2023-06-25 14:49:00,2023-06,2023,Jun
175,Air Conditioning,4.84,21.9,Spring,1,2023-06-25 22:11:00,2023-06,2023,Jun
408,Air Conditioning,4.41,20.2,Spring,5,2023-06-25 21:21:00,2023-06,2023,Jun
49,Air Conditioning,4.09,16.2,Spring,2,2023-06-25 21:04:00,2023-06,2023,Jun
129,Air Conditioning,4.86,7.7,Spring,5,2023-05-31 18:18:00,2023-05,2023,May
283,Air Conditioning,2.77,35.7,Spring,4,2023-06-25 20:42:00,2023-06,2023,Jun
225,Air Conditioning,3.88,6.4,Spring,4,2023-06-25 20:33:00,2023-06,2023,Jun
405,Air Conditioning,3.38,32.9,Spring,3,2023-06-25 20:04:00,2023-06,2023,Jun
483,Air Conditioning,2.12,29.8,Winter,3,2023-02-11 19:54:00,2023-02,2023,Feb
423,Air Conditioning,4.23,2.2,Spring,2,2023-06-01 01:41:00,2023-06,2023,Jun
297,Air Conditioning,4.96,25.4,Winter,3,2023-02-17 14:51:00,2023-02,2023,Feb
35,Air Conditioning,3.0,-0.1,Spring,5,2023-06-25 18:16:00,2023-06,2023,Jun
