Home ID,Appliance Type,Energy Consumption (kWh),Time,Date,Outdoor Temperature (ï¿½ï,Season,Household Size
238,Microwave,0.25,15:47,12-06-2023,37.5,Spring,2
493,Oven,0.93,11:48,29-11-2023,7.2,Fall,4
419,Washing Machine,0.51,19:40,30-06-2023,40,Spring,1
48,Heater,2.18,07:29,06-05-2023,9.7,Spring,2
214,Dishwasher,0.67,14:14,18-09-2023,39.9,Summer,2
135,Air Conditioning,2.37,03:30,06-10-2023,22.6,Fall,3
464,Heater,4.14,02:18,03-11-2023,36,Fall,2
332,Washing Machine,1.56,17:23,28-07-2023,19.8,Summer,1
296,Dishwasher,0.7,16:22,27-10-2023,26.4,Fall,3
322,Air Conditioning,4.91,16:23,18-08-2023,11.7,Summer,2
161,Heater,4.65,16:31,08-04-2023,35.5,Spring,3
420,Dishwasher,1.91,02:48,30-03-2023,16,Winter,4
331,Heater,2.05,22:41,19-11-2023,32.9,Fall,2
260,Oven,0.92,09:54,06-11-2023,8.9,Fall,5
27,Washing Machine,1.05,07:23,22-05-2023,15.7,Spring,2
107,Lights,1.47,10:12,01-02-2023,-4.1,Winter,5
462,Fridge,0.2,18:06,18-05-2023,24.4,Spring,5
225,Lights,1.65,03:58,10-08-2023,16.2,Summer,5
220,Microwave,1.42,17:40,03-01-2023,25.5,Winter,1
380,Lights,1.55,22:47,21-03-2023,23.4,Winter,3
388,TV,1.07,00:43,04-10-2023,8.3,Fall,4
14,Lights,0.45,12:52,31-07-2023,32.4,Summer,3
168,Washing Machine,0.85,18:26,15-04-2023,27.3,Spring,1
268,Oven,0.66,23:24,07-01-2023,7.3,Winter,2
121,Oven,1.16,18:36,07-11-2023,6.8,Fall,2
56,TV,1.34,15:13,19-02-2023,3.6,Winter,2
94,Washing Machine,1.83,15:39,20-03-2023,32.9,Winter,3
93,Washing Machine,0.5,18:31,07-09-2023,33,Summer,5
403,Heater,2.28,02:16,19-10-2023,37,Fall,5
14,Oven,1.85,09:57,04-06-2023,11.6,Spring,5
43,Air Conditioning,4.33,16:23,18-12-2023,32.2,Fall,4
132,Computer,1.9,18:11,23-09-2023,20.4,Summer,2
108,Heater,2.63,16:00,12-01-2023,0.9,Winter,3
250,Oven,1.71,06:16,14-02-2023,3.8,Winter,2
81,Lights,1.8,05:10,28-07-2023,1.6,Summer,5
81,Computer,0.92,06:17,05-11-2023,28.7,Fall,5
188,TV,1.28,21:28,24-07-2023,-5.6,Summer,2
412,Oven,0.39,23:25,17-02-2023,-1.4,Winter,3
60,Oven,1.06,00:54,30-10-2023,0.5,Fall,2
117,Washing Machine,1.36,20:15,03-03-2023,-2.2,Winter,5
498,Washing Machine,1.51,11:55,16-11-2023,14.3,Fall,3
443,Fridge,0.41,16:52,15-01-2023,26.2,Winter,2
299,Lights,0.47,03:12,23-06-2023,35.6,Spring,5
283,Air Conditioning,4.94,00:22,11-06-2023,15.8,Spring,4
288,Fridge,0.22,23:26,21-10-2023,17.2,Fall,5
494,Computer,0.38,21:35,29-10-2023,-5.7,Fall,4
96,Air Conditioning,4.43,15:57,09-04-2023,31.4,Spring,5
414,Air Conditioning,3.24,16:03,13-05-2023,11.8,Spring,2
472,Lights,1.68,19:25,05-03-2023,-8.4,Winter,3
113,Oven,0.21,12:44,19-05-2023,0.3,Spring,1
410,Dishwasher,0.65,23:44,22-08-2023,-7.8,Summer,3
385,Air Conditioning,4.35,09:53,07-11-2023,6.6,Fall,3
109,Heater,4.9,10:37,02-04-2023,37.9,Spring,2
385,Fridge,0.28,06:38,10-12-2023,37.4,Fall,2
386,Oven,1.51,08:03,22-06-2023,27,Spring,2
345,Air Conditioning,3.52,21:35,25-03-2023,8.9,Winter,1
436,Dishwasher,0.55,04:27,08-08-2023,38,Summer,5
72,Air Conditioning,3.81,01:00,30-05-2023,1.6,Spring,3
237,Washing Machine,0.59,05:22,26-02-2023,33.2,Winter,5
64,Heater,4.69,15:56,06-12-2023,35.7,Fall,2
406,Oven,1.21,02:46,05-03-2023,-1.6,Winter,3
54,Fridge,0.37,13:17,10-09-2023,-2.1,Summer,4
280,Computer,1.81,19:15,03-09-2023,22.2,Summer,2
269,Fridge,0.44,09:27,28-07-2023,22.8,Summer,2
485,TV,1.37,14:00,15-01-2023,31.5,Winter,4
35,TV,1.3,10:16,06-04-2023,6.5,Spring,5
118,Washing Machine,1.24,04:59,22-03-2023,-2.1,Winter,5
455,Microwave,1.78,16:25,24-11-2023,-2.1,Fall,1
25,Fridge,0.49,09:40,25-03-2023,-5,Winter,2
124,Heater,3.38,21:15,12-04-2023,-2.9,Spring,1
408,Computer,1.07,23:02,10-09-2023,39.4,Summer,1
257,Dishwasher,1.37,11:52,13-08-2023,31.1,Summer,3
25,Computer,1.28,05:25,15-12-2023,-9.4,Fall,1
428,Microwave,0.42,15:12,09-05-2023,37.5,Spring,4
290,TV,0.68,08:54,09-03-2023,32.9,Winter,1
19,Dishwasher,0.44,18:22,29-01-2023,36,Winter,1
440,Washing Machine,0.48,06:10,29-11-2023,28.9,Fall,4
246,Microwave,0.8,12:59,07-10-2023,-1.6,Fall,5
286,Microwave,1.86,04:18,07-03-2023,22.7,Winter,4
136,Air Conditioning,2.18,12:37,06-07-2023,9.8,Summer,2
329,Dishwasher,1.15,02:56,19-02-2023,14.5,Winter,5
92,Computer,0.9,19:48,28-03-2023,-3.9,Winter,5
330,Heater,3.76,03:49,31-10-2023,19.5,Fall,4
494,Lights,1.06,20:17,30-11-2023,27.3,Fall,1
126,TV,1.43,17:37,19-04-2023,14.9,Spring,4
255,Lights,1.97,03:07,15-07-2023,4.4,Summer,1
339,Fridge,0.39,13:25,07-09-2023,24.5,Summer,5
126,Dishwasher,0.2,06:08,08-01-2023,27.5,Winter,3
25,Microwave,1.14,23:05,01-01-2024,28,Winter,1
37,Dishwasher,0.26,04:03,01-07-2023,34.1,Summer,5
4,Washing Machine,1.34,19:53,22-08-2023,10.3,Summer,4
286,Washing Machine,0.29,23:05,27-05-2023,15,Spring,5
253,Lights,1.24,05:24,30-11-2023,30.6,Fall,5
152,Lights,1.08,04:54,19-11-2023,-2.3,Fall,2
490,Lights,1.71,16:05,14-08-2023,13.3,Summer,5
43,Fridge,0.28,21:35,27-10-2023,1.7,Fall,4
390,Microwave,1.64,10:31,05-05-2023,16.7,Spring,5
373,Oven,1.85,19:27,18-10-2023,4,Fall,5
366,Dishwasher,1.84,05:19,02-08-2023,0.4,Summer,2
93,Dishwasher,0.48,11:41,15-03-2023,6.2,Winter,5
282,Oven,0.83,20:50,23-07-2023,27.6,Summer,4
275,Heater,3.42,01:52,25-06-2023,12,Spring,5
300,Heater,4.74,21:35,14-04-2023,34.6,Spring,1
199,Computer,0.98,17:33,02-11-2023,26.2,Fall,5
292,Air Conditioning,2.23,23:40,19-01-2023,3.3,Winter,5
138,Fridge,0.2,15:47,12-03-2023,34.3,Winter,5
402,Oven,1.28,07:51,16-03-2023,20.2,Winter,3
164,Air Conditioning,4.65,00:22,24-02-2023,-1,Winter,4
85,TV,1.75,09:30,16-06-2023,-3.5,Spring,4
192,Oven,0.9,15:28,26-04-2023,31.9,Spring,4
430,Dishwasher,1.2,20:36,18-11-2023,-5.5,Fall,3
179,Computer,0.86,11:17,15-05-2023,22.2,Spring,1
420,Lights,1.33,11:55,22-11-2023,22.2,Fall,3
261,Fridge,0.22,04:23,24-05-2023,-3.9,Spring,4
131,TV,0.83,02:17,18-02-2023,14.7,Winter,4
385,Heater,3.58,00:38,15-05-2023,22.7,Spring,3
255,Fridge,0.43,09:42,13-12-2023,35.7,Fall,1
85,Washing Machine,1.19,14:04,02-01-2023,31.4,Winter,2
168,Heater,2.83,05:25,23-01-2023,22.5,Winter,1
111,Lights,0.21,15:34,18-09-2023,17.9,Summer,3
498,Microwave,1.74,22:41,27-12-2023,20.6,Fall,1
96,Lights,1.94,01:38,25-07-2023,12,Summer,5
449,Computer,0.69,01:21,29-10-2023,7.8,Fall,2
108,Air Conditioning,2.7,21:34,08-12-2023,33.2,Fall,4
342,Air Conditioning,2.11,22:26,18-12-2023,26.6,Fall,4
419,Microwave,1.16,03:35,12-12-2023,20.3,Fall,5
6,Lights,0.98,17:40,19-11-2023,16.7,Fall,4
53,TV,0.28,09:20,15-07-2023,12.3,Summer,3
346,Lights,0.34,10:22,14-01-2023,-9.8,Winter,2
248,Oven,1.27,02:42,30-11-2023,-4.3,Fall,3
390,Fridge,0.37,17:14,14-01-2023,10.4,Winter,3
388,TV,0.96,16:07,18-05-2023,24.3,Spring,5
437,Washing Machine,0.62,21:37,08-07-2023,27.6,Summer,4
331,Dishwasher,0.64,12:19,30-12-2023,3.8,Fall,3
497,Dishwasher,1.83,19:06,27-05-2023,10.1,Spring,1
138,Lights,0.71,23:41,22-08-2023,-4.1,Summer,2
19,Dishwasher,0.41,22:07,17-05-2023,1.4,Spring,1
65,Washing Machine,1.52,01:22,02-03-2023,16.6,Winter,1
24,Dishwasher,1.12,09:35,06-11-2023,-2.3,Fall,3
156,TV,1.31,10:08,03-09-2023,21.1,Summer,4
195,Washing Machine,1.82,07:56,17-11-2023,-1.5,Fall,3
480,Air Conditioning,3.54,16:30,18-11-2023,-0.2,Fall,1
34,Air Conditioning,2.04,00:20,05-03-2023,-3.5,Winter,5
408,Air Conditioning,3.15,15:18,12-02-2023,6.3,Winter,4
93,Dishwasher,1.6,22:25,13-04-2023,29.3,Spring,1
475,Computer,0.6,15:49,30-09-2023,28.2,Summer,1
167,Oven,1.8,23:03,17-07-2023,-9.6,Summer,1
369,Lights,1.78,13:56,04-07-2023,32.1,Summer,5
191,Computer,0.54,02:44,06-09-2023,1.9,Summer,3
366,Fridge,0.13,09:31,04-11-2023,26.1,Fall,4
296,Dishwasher,0.55,10:23,11-01-2023,-5.5,Winter,3
324,Heater,3.09,22:55,06-05-2023,3.5,Spring,4
245,Air Conditioning,4.48,17:11,23-06-2023,2.6,Spring,3
59,TV,0.92,03:50,10-04-2023,-3.5,Spring,1
155,Oven,1.91,21:41,26-12-2023,28.8,Fall,2
389,TV,1.4,07:25,05-01-2023,3.7,Winter,1
457,TV,1.64,07:54,19-10-2023,28.7,Fall,1
39,Fridge,0.3,22:11,29-03-2023,14.9,Winter,2
49,Microwave,1.17,15:25,25-07-2023,21,Summer,4
197,Computer,0.88,21:04,19-07-2023,-5.8,Summer,1
485,Microwave,1.99,08:11,04-09-2023,-8.1,Summer,2
211,Lights,1.82,18:57,13-02-2023,10.6,Winter,5
81,Lights,1.99,04:31,05-07-2023,13.7,Summer,1
313,Computer,1.99,14:51,20-03-2023,2.6,Winter,4
367,TV,0.86,16:28,02-02-2023,7.9,Winter,1
313,TV,1.62,13:03,12-02-2023,-5,Winter,4
166,Dishwasher,0.94,11:44,12-07-2023,38.8,Summer,4
24,TV,0.73,06:47,12-10-2023,33.7,Fall,3
466,Lights,1.08,16:20,11-05-2023,16.9,Spring,1
177,Air Conditioning,4.85,13:16,15-08-2023,24.8,Summer,4
78,Oven,0.85,08:56,12-11-2023,32.8,Fall,2
429,Heater,4.13,20:05,16-04-2023,38.1,Spring,2
52,Washing Machine,1.2,15:44,16-12-2023,39.6,Fall,3
416,Oven,0.98,18:52,23-10-2023,31.5,Fall,4
257,Fridge,0.41,12:45,06-04-2023,28.4,Spring,1
465,Washing Machine,1.15,03:33,09-10-2023,4.8,Fall,1
69,Dishwasher,0.92,20:29,23-01-2023,28.5,Winter,3
334,Computer,1.76,16:01,10-03-2023,-2.6,Winter,2
91,Dishwasher,1.77,06:19,20-11-2023,0.6,Fall,1
152,Lights,0.23,06:00,07-10-2023,9.8,Fall,4
45,TV,0.36,17:46,01-11-2023,21.5,Fall,4
149,Lights,0.65,03:53,07-11-2023,38.6,Fall,2
359,Air Conditioning,3.94,22:48,02-11-2023,-5.5,Fall,1
440,Heater,2.42,23:24,17-04-2023,30.4,Spring,2
436,Washing Machine,0.72,03:15,25-04-2023,26.4,Spring,5
350,Air Conditioning,3.08,00:39,24-10-2023,38,Fall,5
140,Dishwasher,1.01,06:19,09-09-2023,18.5,Summer,3
69,Lights,1.69,02:03,01-01-2024,18.3,Winter,1
189,Microwave,0.68,03:35,15-12-2023,6.5,Fall,5
499,Oven,1.81,17:35,13-04-2023,6.5,Spring,3
258,Dishwasher,1.06,21:12,26-12-2023,30,Fall,1
433,Washing Machine,1.81,23:15,01-11-2023,26.5,Fall,2
358,Lights,0.62,08:41,08-01-2023,0.8,Winter,5
223,Microwave,0.31,21:15,14-03-2023,-6.2,Winter,1
311,Fridge,0.24,16:25,16-05-2023,16.8,Spring,1
20,Dishwasher,1.47,19:30,17-07-2023,-4.5,Summer,5
423,Dishwasher,1.53,19:10,24-04-2023,23.1,Spring,3
263,Microwave,1.01,03:36,04-12-2023,16.6,Fall,2
74,Dishwasher,1.57,20:23,01-07-2023,-9.7,Summer,4
380,TV,1.48,10:52,29-12-2023,-5.3,Fall,5
258,Fridge,0.38,02:15,06-08-2023,-1.1,Summer,5
81,Heater,4.16,08:43,01-01-2024,-2.1,Winter,1
225,Air Conditioning,2.98,05:15,17-04-2023,2.8,Spring,2
241,Microwave,0.99,02:29,26-02-2023,-9.9,Winter,2
410,Microwave,1.27,15:16,15-04-2023,-8.6,Spring,3
20,Heater,2.26,03:31,23-11-2023,8.7,Fall,5
376,Washing Machine,0.55,18:33,27-03-2023,-10,Winter,1
157,TV,1.38,22:45,24-05-2023,25.5,Spring,3
38,TV,0.55,17:33,22-01-2023,32.3,Winter,1
422,Heater,2.51,02:30,12-12-2023,26,Fall,2
278,Heater,2.54,20:54,26-09-2023,19.1,Summer,5
149,Oven,1.5,19:18,12-09-2023,8.9,Summer,3
231,Computer,1.64,09:41,24-12-2023,11.6,Fall,5
290,Computer,1.26,17:43,26-03-2023,-3.9,Winter,2
310,Computer,1.32,05:02,06-07-2023,33.6,Summer,3
154,Fridge,0.11,05:35,31-03-2023,19.1,Winter,3
413,Air Conditioning,4.57,07:56,16-04-2023,32,Spring,1
438,Heater,2.81,05:24,14-04-2023,26.4,Spring,5
98,Heater,3.39,16:29,05-11-2023,-3.1,Fall,4
261,Oven,1.65,20:48,12-07-2023,26.9,Summer,2
461,TV,0.38,18:44,11-04-2023,20.6,Spring,2
495,Dishwasher,1.14,00:12,29-10-2023,5.9,Fall,1
281,TV,1.16,09:56,05-02-2023,0.9,Winter,5
342,Computer,0.23,22:14,17-06-2023,3.4,Spring,1
492,Microwave,1.28,17:43,29-09-2023,15.4,Summer,3
441,Heater,2.65,23:06,07-12-2023,-3.7,Fall,1
220,Air Conditioning,2.55,09:36,20-09-2023,10.1,Summer,3
16,Washing Machine,1.79,19:06,09-03-2023,36.4,Winter,4
295,Fridge,0.19,21:05,15-04-2023,20.3,Spring,4
376,Fridge,0.15,16:52,06-06-2023,23.5,Spring,4
167,TV,1.28,11:12,29-04-2023,14.7,Spring,1
243,Fridge,0.26,08:03,15-11-2023,37.3,Fall,1
118,Dishwasher,1.8,07:50,09-07-2023,7.2,Summer,2
177,Air Conditioning,3.6,13:45,10-02-2023,21.4,Winter,2
288,Microwave,1.33,19:03,26-08-2023,28,Summer,2
185,Heater,3.01,00:19,25-09-2023,37.8,Summer,2
420,Air Conditioning,3.21,06:57,15-09-2023,-5.2,Summer,1
8,Fridge,0.43,12:06,28-03-2023,-0.1,Winter,4
433,Computer,1.16,23:45,13-06-2023,-1.2,Spring,1
4,Dishwasher,1.09,09:06,19-10-2023,-6.7,Fall,5
201,Computer,1.67,05:51,06-07-2023,15.3,Summer,1
324,Microwave,1.11,12:39,25-06-2023,10.6,Spring,2
277,Computer,1.28,22:43,13-11-2023,8.3,Fall,4
229,Computer,0.66,17:17,20-12-2023,21,Fall,4
216,Lights,1.53,17:02,02-11-2023,-2.5,Fall,4
7,TV,1.34,18:09,10-09-2023,24.1,Summer,3
313,Washing Machine,1.59,10:08,28-05-2023,21.1,Spring,1
209,Heater,3.2,04:27,04-02-2023,4.5,Winter,2
419,Air Conditioning,4.32,03:13,06-08-2023,31.1,Summer,4
399,Oven,0.63,19:20,20-02-2023,30.9,Winter,3
133,Computer,1.71,01:36,02-09-2023,-2.6,Summer,1
207,Heater,3.78,10:59,07-01-2023,-3.2,Winter,1
138,Lights,1.48,12:14,23-08-2023,15,Summer,5
484,Oven,0.62,13:16,04-05-2023,19.4,Spring,1
384,Oven,0.3,08:18,16-04-2023,3.7,Spring,1
215,Washing Machine,1.6,23:28,30-10-2023,-2.3,Fall,1
167,Computer,1.08,11:02,19-03-2023,7.5,Winter,3
184,Computer,1.24,13:34,20-12-2023,22.1,Fall,3
477,Fridge,0.45,12:50,19-01-2023,4.8,Winter,1
454,Microwave,1.46,04:54,10-08-2023,-2.4,Summer,4
293,Computer,0.37,01:35,12-03-2023,28.4,Winter,3
389,Computer,0.27,14:13,18-08-2023,7.4,Summer,3
11,Lights,0.34,11:05,22-11-2023,11.6,Fall,5
447,Microwave,0.71,14:27,12-11-2023,26.8,Fall,4
345,Computer,1.99,08:12,10-01-2023,28.3,Winter,3
34,Air Conditioning,2.96,21:12,26-10-2023,22.2,Fall,3
370,Fridge,0.43,03:09,19-11-2023,29.6,Fall,2
399,Dishwasher,1.27,01:36,17-04-2023,10.8,Spring,2
13,Lights,1.28,09:46,10-11-2023,-2,Fall,1
205,Oven,0.75,17:54,18-09-2023,30.6,Summer,4
338,Oven,0.77,12:07,26-12-2023,19.8,Fall,3
5,Air Conditioning,4.18,05:58,14-05-2023,-3,Spring,4
34,Heater,3.7,08:26,14-12-2023,13.2,Fall,2
154,Washing Machine,1.73,13:58,20-03-2023,-4.8,Winter,4
321,TV,1.8,05:16,23-02-2023,-2.1,Winter,4
422,Fridge,0.31,15:27,07-08-2023,23.2,Summer,5
143,Microwave,0.99,07:15,21-12-2023,34.6,Fall,4
142,Microwave,1.8,11:58,12-03-2023,18.4,Winter,2
400,Oven,1.54,16:10,07-04-2023,3.7,Spring,4
85,Fridge,0.11,17:03,23-06-2023,17.7,Spring,5
390,TV,1.63,13:16,27-01-2023,35.1,Winter,1
36,Dishwasher,0.88,19:13,16-11-2023,27.4,Fall,1
207,Computer,0.87,23:15,20-03-2023,29.9,Winter,5
148,Lights,0.76,20:03,04-01-2023,20,Winter,5
76,Washing Machine,1.62,15:56,13-05-2023,16.5,Spring,2
320,Heater,4.71,02:34,15-01-2023,25,Winter,5
119,Lights,1.35,14:45,07-07-2023,31.5,Summer,4
393,Lights,0.55,10:48,06-09-2023,17.6,Summer,3
153,Microwave,0.99,23:28,30-12-2023,19.1,Fall,2
87,Heater,4.97,07:27,01-05-2023,16.8,Spring,2
153,Computer,1.06,14:49,30-09-2023,-2.2,Summer,2
188,TV,0.84,14:04,10-03-2023,39.9,Winter,3
313,Dishwasher,0.77,13:15,11-12-2023,32.8,Fall,3
372,Air Conditioning,2.01,10:07,05-08-2023,-6.5,Summer,1
68,TV,0.27,00:34,29-12-2023,21.5,Fall,5
62,Microwave,1.7,03:48,07-02-2023,23.3,Winter,1
350,Dishwasher,0.65,02:16,28-10-2023,15.1,Fall,1
124,Dishwasher,1.02,14:12,01-02-2023,1,Winter,5
39,TV,1.44,19:02,17-06-2023,3,Spring,2
491,Lights,1.78,20:00,19-07-2023,14.1,Summer,1
272,TV,1.61,16:31,16-09-2023,15.6,Summer,3
382,Oven,0.61,01:27,23-03-2023,36.6,Winter,3
68,Computer,1.07,02:27,06-09-2023,23.3,Summer,3
292,Microwave,0.25,17:36,28-01-2023,30.7,Winter,4
178,Air Conditioning,3.25,05:36,08-02-2023,9.2,Winter,5
29,TV,0.6,16:45,19-12-2023,6.9,Fall,4
118,Dishwasher,0.21,16:34,23-05-2023,30.7,Spring,3
423,Air Conditioning,2.55,16:06,07-01-2023,-1.2,Winter,3
481,Fridge,0.44,15:08,21-02-2023,-1.6,Winter,5
88,Air Conditioning,2.48,09:10,16-11-2023,15.3,Fall,3
441,Oven,0.27,04:13,21-10-2023,24.4,Fall,4
107,Fridge,0.22,18:14,02-05-2023,10.7,Spring,3
280,TV,1.64,15:35,09-10-2023,-6.1,Fall,4
344,Lights,0.82,12:49,30-03-2023,-6.3,Winter,4
168,Dishwasher,1.6,06:30,29-09-2023,14.8,Summer,4
165,Dishwasher,1.57,20:07,30-07-2023,33.9,Summer,5
75,Oven,1.94,16:39,22-04-2023,10.7,Spring,1
451,Microwave,0.45,13:36,11-08-2023,4.7,Summer,5
29,Heater,4.35,09:04,16-10-2023,26.6,Fall,3
230,Microwave,0.74,11:24,02-09-2023,8.5,Summer,2
425,Computer,0.27,12:39,25-08-2023,23.6,Summer,2
396,Microwave,1.85,17:16,21-12-2023,-5.2,Fall,5
455,Microwave,1.04,12:59,08-08-2023,1.8,Summer,3
462,Dishwasher,0.55,12:13,15-05-2023,-3.2,Spring,5
74,Computer,1.32,09:50,15-01-2023,21.1,Winter,4
447,Air Conditioning,2.68,15:40,25-07-2023,35.5,Summer,3
277,Dishwasher,1.5,08:24,26-06-2023,12.4,Spring,5
270,Oven,1.91,13:09,13-02-2023,4.6,Winter,1
223,Heater,4.82,10:09,05-12-2023,33.5,Fall,2
251,TV,1.12,13:38,24-07-2023,-3.4,Summer,3
417,Heater,4.87,14:05,29-12-2023,32.5,Fall,3
254,Air Conditioning,2.6,01:01,19-04-2023,38.2,Spring,5
377,Fridge,0.46,19:14,10-02-2023,31.1,Winter,4
190,Air Conditioning,3.77,17:33,18-09-2023,15.6,Summer,4
205,Heater,4.01,19:56,11-09-2023,18.3,Summer,4
175,Air Conditioning,2.22,16:47,20-11-2023,7.9,Fall,3
106,Fridge,0.45,19:25,20-11-2023,7.2,Fall,3
427,Washing Machine,0.73,15:05,03-01-2023,-5.6,Winter,4
105,Microwave,1.67,06:07,04-11-2023,-4,Fall,4
98,Washing Machine,0.93,20:01,14-09-2023,18.9,Summer,3
310,Washing Machine,1.53,17:13,07-10-2023,18.1,Fall,2
113,Lights,0.23,04:10,02-01-2023,3.3,Winter,4
353,Oven,1.48,21:22,07-08-2023,20.7,Summer,3
4,Air Conditioning,4.76,06:55,27-05-2023,38.3,Spring,4
296,Washing Machine,0.63,03:31,31-01-2023,23.7,Winter,2
117,Oven,0.7,22:54,27-01-2023,37,Winter,4
499,Microwave,0.23,05:18,07-09-2023,0.6,Summer,1
227,Dishwasher,0.29,01:59,24-11-2023,6.6,Fall,5
31,Fridge,0.5,06:23,09-07-2023,1.8,Summer,2
333,Dishwasher,0.64,20:50,24-01-2023,33.5,Winter,5
333,Lights,1.14,17:20,25-01-2023,38.5,Winter,5
7,Oven,1.11,18:48,01-06-2023,39.2,Spring,2
421,Lights,1.18,16:15,26-09-2023,35.8,Summer,2
263,Microwave,0.7,00:10,17-10-2023,31.5,Fall,3
423,Computer,0.54,23:49,10-01-2023,20.2,Winter,1
36,TV,0.71,03:15,01-09-2023,22.6,Summer,4
212,Lights,0.4,22:35,09-06-2023,33.9,Spring,5
177,Dishwasher,1.71,01:26,07-12-2023,-9.6,Fall,5
15,Computer,0.61,16:14,13-08-2023,-9.6,Summer,5
249,Oven,1.98,22:01,15-07-2023,24.3,Summer,2
466,Heater,4.16,19:06,04-12-2023,21.6,Fall,2
62,Fridge,0.39,15:57,04-03-2023,35.9,Winter,4
128,Fridge,0.45,14:56,19-06-2023,37.9,Spring,3
112,TV,0.34,17:10,17-06-2023,27.2,Spring,3
307,Oven,1.3,08:05,06-12-2023,36.5,Fall,4
263,Lights,1.26,14:30,21-07-2023,-3.1,Summer,5
373,Fridge,0.14,14:29,26-09-2023,21.2,Summer,3
290,Fridge,0.21,00:04,12-05-2023,14.6,Spring,3
162,Dishwasher,1.52,06:29,28-05-2023,9.6,Spring,5
179,Lights,1.26,14:41,10-01-2023,35.2,Winter,1
9,Computer,0.88,01:24,30-03-2023,-1.3,Winter,5
217,Washing Machine,0.95,13:03,02-10-2023,7.1,Fall,2
358,Lights,0.28,07:00,16-05-2023,14.7,Spring,4
62,Microwave,1.3,22:56,16-09-2023,33.9,Summer,5
5,Heater,2.83,20:56,10-09-2023,18.7,Summer,4
22,Computer,0.86,09:58,26-02-2023,5.5,Winter,1
141,Dishwasher,1.63,10:04,04-08-2023,16.7,Summer,4
159,Heater,2.73,16:08,28-02-2023,10.1,Winter,4
402,Dishwasher,0.22,23:05,16-02-2023,37.4,Winter,2
475,Washing Machine,0.7,17:24,19-03-2023,39.1,Winter,2
73,Air Conditioning,2.99,09:00,07-05-2023,-3.8,Spring,4
115,Computer,1.57,02:29,02-12-2023,4,Fall,2
262,Heater,4.47,22:11,26-05-2023,1.3,Spring,2
45,Washing Machine,0.79,12:04,03-12-2023,20.9,Fall,1
369,Computer,0.39,03:47,18-03-2023,37.6,Winter,4
330,Oven,1.33,22:07,24-02-2023,3.7,Winter,5
439,Dishwasher,1.65,08:28,15-05-2023,15.4,Spring,4
27,Microwave,1.64,08:13,04-05-2023,36.7,Spring,5
9,Air Conditioning,4.97,22:46,06-02-2023,15.5,Winter,2
117,Computer,0.33,22:32,27-06-2023,18.5,Spring,5
5,Microwave,1.47,18:46,26-01-2023,37.3,Winter,1
443,Oven,1.28,14:19,15-05-2023,-9.5,Spring,2
496,Washing Machine,1.03,19:06,17-06-2023,39.8,Spring,5
486,TV,1.59,18:03,24-11-2023,39.3,Fall,1
26,Computer,0.41,07:22,03-09-2023,3.1,Summer,5
39,Heater,2.77,22:25,13-01-2023,-5.5,Winter,3
324,Oven,1.51,10:02,21-05-2023,28.2,Spring,4
141,Dishwasher,1.91,05:54,07-02-2023,-1.7,Winter,3
304,Oven,0.48,05:15,28-01-2023,33.8,Winter,5
221,Dishwasher,1.7,06:10,14-12-2023,39.9,Fall,4
437,Dishwasher,1.84,13:43,29-12-2023,31.7,Fall,5
306,Oven,0.54,18:10,28-10-2023,22.6,Fall,5
134,Heater,3.46,05:22,24-06-2023,35.2,Spring,1
486,Microwave,0.98,13:07,06-01-2023,32.2,Winter,5
421,Air Conditioning,2.25,01:36,24-08-2023,34.8,Summer,4
111,Computer,0.65,02:24,23-05-2023,29.9,Spring,4
201,Oven,0.91,05:18,02-03-2023,25.1,Winter,1
37,Computer,1.47,17:25,30-01-2023,10.1,Winter,4
221,Microwave,1.81,18:59,12-11-2023,22.3,Fall,5
430,Air Conditioning,4.22,05:20,08-04-2023,3,Spring,3
335,Microwave,1.75,08:07,13-04-2023,31.5,Spring,4
462,Dishwasher,0.23,08:22,31-12-2023,2.7,Fall,4
443,Dishwasher,1.68,15:47,29-10-2023,6.3,Fall,5
198,Fridge,0.12,22:08,16-10-2023,39,Fall,2
352,Oven,1.63,17:40,19-10-2023,30.8,Fall,5
467,Washing Machine,1.13,22:13,01-03-2023,-4.8,Winter,1
187,Microwave,1.09,19:13,24-04-2023,28.6,Spring,1
153,TV,0.32,04:36,21-11-2023,-5.3,Fall,3
32,Dishwasher,0.31,15:52,01-12-2023,17.9,Fall,2
15,Fridge,0.4,18:52,24-03-2023,-1.5,Winter,2
159,Fridge,0.13,10:09,27-09-2023,22.7,Summer,5
424,Lights,1.15,12:33,27-02-2023,28,Winter,1
284,Fridge,0.31,00:31,23-05-2023,31.6,Spring,4
205,Microwave,0.8,10:48,28-03-2023,8.9,Winter,1
48,TV,0.63,15:19,07-02-2023,36,Winter,5
217,Washing Machine,0.96,22:08,07-03-2023,-9.9,Winter,4
9,Oven,1.82,23:47,26-12-2023,5.9,Fall,1
490,Washing Machine,1.81,21:02,23-04-2023,26.2,Spring,3
115,Dishwasher,1.46,09:14,13-08-2023,4.4,Summer,4
203,Computer,0.21,03:17,17-03-2023,19.8,Winter,4
186,Air Conditioning,4.5,10:57,27-04-2023,-8.5,Spring,5
153,Oven,1.14,21:15,21-03-2023,-3.1,Winter,2
465,TV,1.02,06:00,29-12-2023,-4.4,Fall,4
