timestamp,Home ID,Appliance Type,Energy Consumption (kWh),Outdoor Temperature (°C),Season,Household Size
2023-12-07 08:05:00,161,Air Conditioning,2.45,19.0,Fall,2
2023-11-08 16:22:00,422,Heater,3.63,23.1,Fall,3
2023-03-04 01:52:00,365,Heater,2.39,8.9,Winter,5
2023-06-05 19:24:00,499,Computer,0.34,1.7,Spring,5
2023-10-11 13:24:00,71,Lights,1.03,33.2,Fall,2
2023-04-13 04:37:00,463,Microwave,0.76,39.0,Spring,2
2023-09-11 20:05:00,371,Air Conditioning,3.89,18.1,Summer,1
2023-10-19 02:44:00,334,Microwave,1.27,29.8,Fall,1
2023-10-13 04:26:00,411,Washing Machine,1.94,7.6,Fall,3
2023-06-02 04:15:00,483,Oven,1.62,29.8,Spring,2
2023-03-13 11:38:00,178,Fridge,0.31,36.1,Winter,2
2023-02-26 15:09:00,146,Fridge,0.27,12.3,Winter,5
2023-12-27 22:18:00,226,Lights,1.28,3.9,Fall,4
2023-03-07 10:59:00,332,TV,1.32,27.1,Winter,3
2023-03-20 15:38:00,389,Lights,1.91,33.1,Winter,4
2023-07-29 10:54:00,124,Fridge,0.28,3.2,Summer,3
2023-02-21 14:10:00,230,Fridge,0.15,-4.3,Winter,4
2023-05-25 16:55:00,391,TV,1.46,21.5,Spring,1
2023-08-27 18:33:00,459,Fridge,0.2,10.6,Summer,4
2023-02-12 05:21:00,105,TV,0.53,28.9,Winter,3
2023-08-02 03:36:00,337,Fridge,0.39,4.3,Summer,2
2023-05-02 12:22:00,122,Lights,1.09,4.7,Spring,4
2023-01-22 01:43:00,463,TV,1.89,30.4,Winter,4
2023-04-19 18:36:00,277,Lights,1.82,12.1,Spring,1
2023-03-12 03:39:00,168,Computer,0.35,37.4,Winter,2
2023-01-07 01:32:00,152,Computer,1.31,38.5,Winter,5
2023-02-28 13:48:00,479,Oven,1.4,24.5,Winter,4
2023-04-07 06:05:00,384,TV,1.41,-1.9,Spring,1
2023-12-08 08:51:00,287,Fridge,0.46,-7.8,Fall,2
2023-01-24 11:13:00,207,Microwave,0.33,37.8,Winter,1
2023-09-20 07:27:00,475,Dishwasher,1.2,0.7,Summer,2
2023-04-03 13:04:00,244,Fridge,0.28,28.6,Spring,1
2023-01-25 07:34:00,103,Washing Machine,0.63,33.2,Winter,4
2023-02-10 15:05:00,461,TV,1.12,31.7,Winter,3
2023-04-30 05:57:00,386,Dishwasher,1.35,19.9,Spring,2
2023-08-27 07:21:00,328,Air Conditioning,3.34,7.1,Summer,1
2023-07-21 01:29:00,428,Washing Machine,0.8,-4.6,Summer,5
2023-09-15 01:15:00,461,Fridge,0.31,27.6,Summer,4
2023-05-20 13:07:00,458,Microwave,0.45,28.6,Spring,1
2023-09-09 05:18:00,286,TV,1.25,-2.2,Summer,2
2023-12-30 16:48:00,256,Dishwasher,1.93,25.0,Fall,3
2023-07-30 04:58:00,68,Heater,2.11,2.2,Summer,1
2023-10-02 13:59:00,434,Lights,1.86,-8.3,Fall,4
2023-05-23 11:44:00,316,Air Conditioning,3.91,2.2,Spring,5
2023-03-14 04:58:00,351,Microwave,1.84,-5.7,Winter,5
2023-01-30 08:52:00,294,Microwave,2.0,-2.2,Winter,5
2023-07-28 14:23:00,234,Computer,0.92,22.5,Summer,1
2023-04-24 20:46:00,48,TV,1.27,-0.4,Spring,4
2023-05-30 15:19:00,167,Lights,1.24,16.9,Spring,4
2023-11-12 04:02:00,145,Microwave,0.68,-1.2,Fall,2
2023-07-27 10:34:00,17,Oven,0.75,13.3,Summer,4
2023-10-08 09:58:00,486,Oven,1.07,24.3,Fall,5
2023-08-28 13:12:00,164,Lights,1.0,26.0,Summer,2
2023-03-27 03:32:00,328,Oven,1.68,6.1,Winter,2
2023-11-06 16:50:00,150,Lights,0.77,4.1,Fall,4
2023-09-13 03:37:00,333,Oven,1.59,30.6,Summer,1
2023-03-12 06:07:00,440,Washing Machine,0.39,0.6,Winter,4
2023-11-12 20:58:00,398,Computer,1.6,4.9,Fall,4
2023-07-22 05:34:00,144,Microwave,1.59,8.3,Summer,5
2023-07-12 13:51:00,87,TV,1.55,8.4,Summer,5
2023-05-01 12:46:00,250,Lights,0.45,-3.7,Spring,2
2023-04-10 17:01:00,373,TV,1.0,21.5,Spring,2
2023-02-22 18:24:00,26,Air Conditioning,2.98,24.7,Winter,3
2023-03-26 06:44:00,48,Lights,0.27,32.8,Winter,2
2023-08-22 12:52:00,27,Dishwasher,1.12,31.3,Summer,4
2023-06-09 19:20:00,41,Computer,1.82,12.7,Spring,5
2023-11-03 01:32:00,146,TV,1.02,1.3,Fall,3
2023-11-29 03:50:00,417,Dishwasher,0.33,19.6,Fall,5
2023-12-08 06:59:00,209,Fridge,0.28,30.4,Fall,5
2023-01-24 04:08:00,195,Microwave,0.73,13.7,Winter,2
2023-08-01 02:44:00,471,Fridge,0.41,37.4,Summer,4
2023-05-24 21:38:00,266,Microwave,0.47,9.0,Spring,3
2023-03-05 18:06:00,44,Heater,2.42,-7.1,Winter,5
2023-08-06 06:57:00,152,Air Conditioning,2.9,-0.2,Summer,2
2023-05-08 09:23:00,144,Air Conditioning,2.44,20.7,Spring,3
2023-10-10 11:37:00,122,TV,0.99,9.5,Fall,5
2023-08-17 14:06:00,337,Air Conditioning,2.97,23.4,Summer,1
2023-05-03 09:43:00,257,Lights,0.82,3.0,Spring,5
2023-04-10 10:40:00,81,Lights,0.23,9.2,Spring,3
2023-10-06 07:41:00,112,Computer,0.63,22.5,Fall,3
2023-04-04 09:25:00,1,Washing Machine,1.73,31.5,Spring,3
2023-03-14 14:55:00,400,Lights,1.65,27.8,Winter,4
2023-10-16 05:18:00,176,Oven,0.2,-2.4,Fall,2
2023-07-28 01:33:00,297,Washing Machine,0.63,14.1,Summer,4
2023-12-06 17:48:00,269,Heater,3.15,39.3,Fall,5
2023-03-26 20:03:00,424,Air Conditioning,3.3,20.2,Winter,4
2023-09-29 02:26:00,424,Computer,1.4,-2.9,Summer,4
2023-02-01 02:11:00,220,TV,1.06,14.9,Winter,1
2023-10-15 02:57:00,378,TV,1.32,37.4,Fall,2
2023-11-25 20:34:00,433,Dishwasher,0.59,27.5,Fall,3
2023-04-06 11:31:00,29,Lights,0.48,11.4,Spring,1
2023-02-24 03:05:00,189,TV,1.38,30.9,Winter,1
2023-12-28 17:34:00,94,Oven,1.99,20.4,Fall,2
2023-09-04 14:25:00,313,Oven,0.64,-3.3,Summer,5
2023-02-20 21:07:00,247,Fridge,0.11,0.5,Winter,3
2023-07-03 12:21:00,455,Dishwasher,1.24,1.0,Summer,2
2023-03-12 13:29:00,7,Oven,1.58,40.0,Winter,4
2023-07-10 21:55:00,492,Lights,0.61,-5.6,Summer,4
2023-08-12 05:05:00,316,Heater,4.68,-0.1,Summer,1
2023-04-17 23:27:00,19,Computer,1.03,26.1,Spring,2
2023-02-17 20:01:00,101,TV,0.96,7.2,Winter,1
2023-12-05 02:37:00,19,Washing Machine,1.79,0.5,Fall,2
2023-02-23 16:13:00,420,Oven,0.59,28.7,Winter,3
2023-08-24 21:40:00,457,Computer,1.76,17.5,Summer,2
2023-08-08 17:24:00,413,Washing Machine,1.46,16.0,Summer,4
2023-11-08 11:09:00,208,Heater,4.48,4.1,Fall,3
2023-07-30 02:00:00,275,Air Conditioning,2.42,-7.0,Summer,5
2023-04-05 04:41:00,434,Fridge,0.49,27.7,Spring,4
2023-02-11 14:55:00,153,Air Conditioning,4.36,21.2,Winter,1
2023-12-28 13:19:00,114,Heater,4.4,36.3,Fall,3
2023-04-12 17:34:00,412,Air Conditioning,4.54,25.8,Spring,4
2023-08-23 12:43:00,48,Washing Machine,1.45,-8.4,Summer,1
2023-10-30 13:13:00,306,Air Conditioning,2.84,0.8,Fall,4
2023-12-13 15:27:00,340,Washing Machine,1.67,16.2,Fall,2
2023-03-13 06:58:00,258,Computer,1.92,-1.3,Winter,2
2023-02-24 09:22:00,75,Dishwasher,0.6,-6.2,Winter,2
2023-06-19 21:42:00,463,Microwave,1.59,24.9,Spring,3
2023-10-08 07:44:00,224,Lights,0.61,35.0,Fall,2
2023-11-18 22:27:00,229,Lights,1.51,26.5,Fall,1
2023-01-04 03:00:00,11,Fridge,0.23,5.4,Winter,4
2023-04-13 23:46:00,385,Microwave,1.58,0.6,Spring,5
2023-02-16 01:14:00,411,Oven,1.21,-2.7,Winter,4
2023-09-12 09:40:00,106,Lights,0.89,33.8,Summer,4
2023-06-06 01:19:00,311,TV,1.53,-9.7,Spring,5
2023-09-17 21:03:00,359,TV,1.03,14.3,Summer,4
2023-04-07 18:14:00,6,Air Conditioning,2.34,11.8,Spring,4
2023-03-08 18:50:00,353,Air Conditioning,2.92,-1.9,Winter,4
2023-11-04 01:53:00,103,Heater,4.76,5.5,Fall,1
2023-02-03 13:13:00,160,Fridge,0.22,20.7,Winter,2
2023-10-09 22:42:00,470,Computer,0.71,5.9,Fall,3
2023-06-07 05:47:00,466,Air Conditioning,3.12,14.0,Spring,4
2023-09-11 01:46:00,444,Washing Machine,0.21,3.5,Summer,5
2023-07-14 11:26:00,118,Heater,4.33,-9.6,Summer,5
2023-12-21 08:10:00,51,Microwave,0.78,6.0,Fall,4
2023-10-02 02:42:00,127,Lights,0.62,-7.0,Fall,3
2023-11-07 07:25:00,345,Microwave,0.63,36.3,Fall,1
2023-01-26 14:27:00,236,Heater,3.13,9.7,Winter,2
2023-11-23 08:23:00,228,Air Conditioning,2.34,18.1,Fall,1
2023-06-21 07:02:00,242,Oven,0.66,21.4,Spring,2
2023-04-03 11:03:00,281,Air Conditioning,2.63,26.6,Spring,2
2023-09-15 13:09:00,374,Oven,0.67,39.5,Summer,1
2023-05-14 04:30:00,488,Dishwasher,1.48,22.2,Spring,5
2023-03-08 04:10:00,30,Washing Machine,1.68,4.6,Winter,1
2023-08-17 14:16:00,391,Dishwasher,1.55,18.5,Summer,3
2023-07-23 10:20:00,375,Dishwasher,1.73,33.0,Summer,4
2023-11-06 15:27:00,266,Washing Machine,1.05,-0.3,Fall,2
2023-05-28 04:31:00,135,Heater,3.72,-1.1,Spring,5
2023-09-29 22:16:00,224,Heater,2.34,9.4,Summer,4
2023-05-28 01:50:00,255,Washing Machine,0.8,-3.9,Spring,1
2023-06-19 17:15:00,499,Computer,0.93,33.2,Spring,2
2023-03-27 16:42:00,500,Microwave,0.73,39.6,Winter,5
2023-02-19 18:43:00,31,Oven,0.43,3.3,Winter,2
2023-05-26 09:02:00,176,Air Conditioning,3.19,9.0,Spring,3
2023-04-10 22:52:00,457,Air Conditioning,3.55,2.4,Spring,2
2023-01-16 18:00:00,256,TV,1.77,37.3,Winter,1
2023-05-20 21:36:00,269,Computer,1.74,22.9,Spring,5
2023-10-24 14:24:00,129,Computer,1.07,19.8,Fall,3
2023-07-27 07:22:00,429,Washing Machine,1.13,13.8,Summer,2
2023-09-27 00:59:00,41,Fridge,0.49,28.2,Summer,4
2023-05-23 08:37:00,200,Dishwasher,1.27,28.5,Spring,5
2023-01-05 08:10:00,389,Fridge,0.3,20.6,Winter,4
2023-07-28 01:04:00,70,Lights,1.19,5.3,Summer,4
2023-07-24 03:39:00,473,Oven,1.35,15.7,Summer,4
2023-03-12 01:12:00,16,Dishwasher,1.66,33.4,Winter,1
2023-04-16 23:27:00,118,Heater,3.23,17.6,Spring,1
2023-09-15 02:42:00,95,Lights,0.83,33.6,Summer,1
2023-03-26 06:34:00,33,Oven,1.96,2.7,Winter,5
2023-04-04 18:24:00,114,Air Conditioning,3.2,21.4,Spring,2
2023-11-12 11:48:00,345,TV,1.03,25.2,Fall,5
2023-12-25 14:07:00,208,Computer,1.62,33.5,Fall,4
2023-09-20 22:36:00,223,Dishwasher,1.91,4.9,Summer,1
2023-11-21 13:38:00,480,Air Conditioning,3.63,-4.0,Fall,5
2023-08-19 00:32:00,78,Computer,0.98,2.6,Summer,2
2023-05-14 21:15:00,471,Microwave,1.69,16.2,Spring,5
2023-11-16 00:36:00,249,Heater,3.17,38.2,Fall,1
2023-01-29 10:19:00,57,Microwave,1.23,16.1,Winter,4
2023-07-09 06:10:00,97,Heater,3.01,10.4,Summer,5
2023-02-08 19:15:00,350,Air Conditioning,2.98,34.5,Winter,5
2023-09-09 03:16:00,118,Fridge,0.42,6.6,Summer,5
2023-11-07 06:40:00,276,Oven,1.64,14.0,Fall,3
2023-03-26 20:12:00,432,Lights,0.54,15.2,Winter,4
2023-09-23 17:09:00,493,Lights,1.04,-9.4,Summer,4
2023-03-18 17:19:00,146,Dishwasher,0.25,38.2,Winter,1
2023-01-27 09:46:00,189,Dishwasher,1.7,0.4,Winter,5
2023-08-14 22:31:00,487,Dishwasher,0.59,8.5,Summer,2
2023-03-02 03:50:00,466,Computer,1.46,37.8,Winter,2
2023-03-05 22:17:00,87,TV,1.28,1.8,Winter,4
2023-10-22 08:28:00,224,Washing Machine,0.62,20.2,Fall,3
2023-11-10 05:06:00,381,Fridge,0.18,9.5,Fall,2
2023-12-23 05:28:00,336,Heater,4.32,39.8,Fall,3
2023-04-30 01:09:00,247,Heater,4.18,16.9,Spring,4
2023-04-12 02:45:00,378,Air Conditioning,2.54,31.4,Spring,4
2023-05-11 02:09:00,475,TV,0.68,-0.0,Spring,1
2023-05-31 11:49:00,260,Air Conditioning,2.57,25.6,Spring,2
2023-09-25 16:07:00,158,Computer,1.06,5.8,Summer,5
2023-09-16 06:52:00,335,Fridge,0.14,19.8,Summer,4
2023-05-31 08:44:00,84,Washing Machine,0.52,12.7,Spring,2
2023-09-14 10:58:00,373,Microwave,0.26,34.1,Summer,5
2023-01-28 21:52:00,53,Dishwasher,1.65,19.9,Winter,1
2023-08-04 03:58:00,478,Air Conditioning,4.49,19.9,Summer,1
2023-12-07 23:08:00,360,Computer,1.15,27.1,Fall,3
2023-08-28 01:36:00,164,Heater,5.0,18.6,Summer,5
2023-01-07 08:51:00,203,Heater,3.87,33.2,Winter,1
2023-03-28 03:08:00,447,Microwave,0.38,32.9,Winter,3
2023-06-09 05:07:00,257,Microwave,1.06,33.1,Spring,3
2023-06-18 23:14:00,211,Air Conditioning,2.29,-6.6,Spring,4
2023-03-11 05:44:00,208,Heater,2.93,12.7,Winter,5
2023-12-13 11:48:00,344,Dishwasher,1.4,16.6,Fall,2
2023-05-20 02:27:00,177,Oven,1.59,4.4,Spring,3
2023-06-15 09:26:00,30,Dishwasher,1.82,28.5,Spring,4
2023-12-21 03:07:00,109,Heater,4.1,4.5,Fall,2
2023-02-08 05:46:00,336,Computer,1.05,39.1,Winter,1
2023-03-19 18:54:00,64,Fridge,0.21,29.6,Winter,4
2023-06-21 01:03:00,230,Computer,1.52,12.1,Spring,5
2023-06-11 17:25:00,395,Washing Machine,1.25,19.1,Spring,4
2023-04-19 18:59:00,217,Dishwasher,0.35,5.6,Spring,4
2023-05-10 15:40:00,101,Lights,1.72,30.3,Spring,1
2023-04-27 15:43:00,321,Washing Machine,0.83,19.2,Spring,1
2023-08-19 00:40:00,365,Washing Machine,1.38,10.0,Summer,5
2023-05-01 16:51:00,219,TV,0.31,26.2,Spring,3
2023-03-15 09:13:00,222,Fridge,0.24,-9.2,Winter,1
2023-01-20 14:22:00,101,Dishwasher,1.57,26.2,Winter,5
2023-08-05 07:01:00,266,Computer,1.58,28.9,Summer,3
2023-03-24 23:30:00,375,TV,0.29,16.9,Winter,4
2023-04-18 07:26:00,329,Computer,1.34,7.5,Spring,5
2023-02-15 22:42:00,317,Air Conditioning,3.45,-5.4,Winter,2
2023-05-29 07:08:00,274,Computer,0.34,38.5,Spring,4
2023-04-02 03:51:00,215,Air Conditioning,2.67,24.4,Spring,5
2023-07-08 18:01:00,332,Oven,1.51,35.1,Summer,2
2023-09-14 10:29:00,440,Lights,1.01,30.6,Summer,1
2023-12-20 05:01:00,485,Air Conditioning,3.43,1.8,Fall,5
2023-10-24 17:46:00,495,Computer,1.22,-1.7,Fall,3
2023-11-29 23:48:00,12,Microwave,1.25,26.3,Fall,1
2023-12-16 10:33:00,340,Oven,0.91,19.5,Fall,4
2023-10-27 14:37:00,251,Lights,0.82,11.4,Fall,3
2023-12-12 15:55:00,458,TV,0.92,17.3,Fall,2
2023-02-12 04:52:00,161,Fridge,0.22,14.8,Winter,3
2023-02-25 06:27:00,378,Computer,1.79,18.1,Winter,2
2023-07-29 20:54:00,251,Oven,1.2,-3.9,Summer,5
2023-04-20 08:26:00,101,Heater,3.56,-0.8,Spring,5
2023-08-16 15:53:00,16,Lights,0.68,37.8,Summer,2
2023-01-24 02:12:00,92,Air Conditioning,3.22,7.4,Winter,3
2023-06-02 23:09:00,248,Oven,1.48,17.7,Spring,4
2023-05-19 20:12:00,454,Heater,2.64,16.0,Spring,4
2023-12-22 10:38:00,413,Lights,0.46,-8.0,Fall,4
2023-01-08 04:40:00,99,Heater,4.06,34.9,Winter,5
2023-09-08 09:32:00,14,Air Conditioning,3.89,29.6,Summer,2
2023-12-08 13:45:00,395,Microwave,0.21,-1.5,Fall,3
2023-06-09 05:07:00,131,Computer,0.75,23.7,Spring,2
2023-11-08 14:02:00,241,TV,0.45,26.4,Fall,3
2023-11-05 04:17:00,241,Air Conditioning,3.22,21.6,Fall,3
2023-08-12 13:36:00,462,Lights,1.2,39.3,Summer,2
2023-10-17 00:08:00,360,Microwave,1.01,25.5,Fall,3
2023-08-05 14:13:00,113,Air Conditioning,2.96,13.5,Summer,3
2023-09-13 15:20:00,391,Washing Machine,1.84,33.6,Summer,1
2023-02-09 01:28:00,355,Microwave,0.44,4.3,Winter,4
2023-04-05 04:58:00,115,Heater,2.6,17.7,Spring,1
2023-04-28 05:30:00,278,Fridge,0.43,4.1,Spring,1
2023-11-26 15:21:00,93,Heater,2.21,7.2,Fall,3
2023-11-20 04:00:00,338,Oven,1.49,2.5,Fall,2
2023-11-25 06:29:00,463,Heater,4.24,13.5,Fall,3
2023-11-14 18:03:00,255,Fridge,0.38,32.8,Fall,4
2023-04-06 07:05:00,329,Air Conditioning,3.0,0.4,Spring,1
2023-06-27 05:26:00,260,Dishwasher,1.04,12.2,Spring,5
2023-03-15 23:56:00,269,Heater,4.42,28.8,Winter,2
2023-11-24 04:17:00,327,Microwave,1.9,-3.7,Fall,2
2023-01-04 16:33:00,454,Oven,0.39,20.6,Winter,2
2023-11-20 14:05:00,284,Lights,1.75,22.4,Fall,1
2023-04-09 08:47:00,436,Air Conditioning,3.79,-9.2,Spring,5
2023-05-03 19:50:00,88,Microwave,0.36,30.4,Spring,4
2023-04-01 15:18:00,341,Microwave,0.32,-1.8,Spring,2
2023-05-21 08:27:00,227,Heater,4.95,15.8,Spring,4
2023-02-05 21:04:00,155,TV,0.26,16.4,Winter,5
2023-03-18 00:54:00,208,Lights,1.51,27.0,Winter,3
2023-09-29 06:27:00,162,Oven,1.51,27.4,Summer,3
2023-12-14 12:07:00,411,Dishwasher,0.38,0.5,Fall,5
2023-06-08 02:16:00,75,Computer,1.92,37.1,Spring,4
2023-04-09 23:10:00,262,Fridge,0.24,-5.5,Spring,1
2023-01-22 08:10:00,60,Heater,3.71,21.8,Winter,1
2023-02-23 17:06:00,68,TV,1.81,1.6,Winter,1
2023-03-11 23:38:00,125,Oven,0.4,20.7,Winter,1
2023-02-13 12:26:00,379,Oven,1.83,27.4,Winter,5
2023-08-13 22:33:00,21,Lights,0.79,35.6,Summer,2
2023-06-05 02:09:00,283,Computer,1.84,38.1,Spring,5
2023-04-10 10:15:00,498,TV,1.67,21.2,Spring,3
2023-10-10 07:43:00,307,Air Conditioning,4.0,18.3,Fall,1
2023-06-08 00:28:00,337,Computer,1.51,1.0,Spring,5
2023-10-15 08:32:00,185,Washing Machine,0.34,-8.1,Fall,2
2023-03-14 05:24:00,88,TV,1.19,21.4,Winter,1
2023-04-17 02:39:00,4,Fridge,0.41,-9.3,Spring,1
2023-12-19 00:50:00,270,Heater,4.06,33.3,Fall,2
2023-06-14 10:14:00,264,Dishwasher,1.28,4.4,Spring,5
2023-10-30 10:28:00,22,TV,1.26,12.9,Fall,4
2023-10-20 16:20:00,165,Fridge,0.32,36.8,Fall,4
2023-03-05 21:51:00,250,Air Conditioning,3.8,-6.8,Winter,2
2023-08-20 01:06:00,390,Lights,0.9,6.4,Summer,5
2023-05-17 18:37:00,135,Washing Machine,1.34,35.6,Spring,3
2023-01-20 20:02:00,362,Washing Machine,1.85,23.8,Winter,1
2023-12-29 23:00:00,208,Computer,0.56,13.8,Fall,3
2023-04-23 06:26:00,359,Computer,1.68,18.1,Spring,4
2023-03-23 03:49:00,8,Heater,2.44,33.4,Winter,4
2023-08-19 17:57:00,453,Lights,1.47,17.1,Summer,5
2023-08-04 21:21:00,313,Washing Machine,1.71,-0.1,Summer,1
2023-03-12 03:22:00,172,Air Conditioning,2.21,22.6,Winter,1
2023-08-17 20:31:00,443,Oven,1.73,3.9,Summer,5
2023-04-29 18:44:00,378,Lights,0.98,18.8,Spring,2
2023-12-25 09:17:00,496,TV,1.99,35.9,Fall,2
2023-02-09 04:54:00,182,Washing Machine,1.96,32.2,Winter,5
2023-09-19 06:48:00,132,Air Conditioning,4.01,-0.4,Summer,4
2023-02-22 11:16:00,447,Lights,0.39,10.5,Winter,1
2023-08-22 04:08:00,468,TV,1.79,37.4,Summer,1
2023-11-11 01:53:00,273,Dishwasher,1.83,-4.5,Fall,2
2023-09-21 05:26:00,476,Oven,1.93,37.8,Summer,4
2023-03-24 21:42:00,355,Heater,4.81,31.0,Winter,3
2023-10-15 08:16:00,14,Microwave,0.87,-9.5,Fall,1
2023-11-22 23:32:00,382,Lights,0.46,29.1,Fall,4
2023-01-29 11:11:00,2,Lights,1.66,-0.9,Winter,4
2023-03-28 17:51:00,387,Washing Machine,1.83,0.4,Winter,1
2023-11-06 06:32:00,409,TV,1.32,12.1,Fall,5
2023-11-09 14:12:00,28,Computer,1.44,33.2,Fall,1
2023-02-03 14:59:00,310,Dishwasher,0.59,22.7,Winter,4
2023-09-09 19:42:00,158,Washing Machine,1.47,15.2,Summer,3
2023-12-13 04:32:00,402,Dishwasher,1.24,-0.2,Fall,2
2023-04-10 23:07:00,306,Dishwasher,0.89,3.0,Spring,1
2023-01-27 18:49:00,173,Oven,1.67,32.7,Winter,5
2023-10-22 22:34:00,366,Washing Machine,1.44,14.8,Fall,1
2023-11-17 14:34:00,76,Lights,0.77,11.2,Fall,3
2023-06-17 11:33:00,357,Air Conditioning,2.4,25.6,Spring,5
2023-03-25 16:48:00,340,Microwave,1.81,36.5,Winter,1
2023-06-09 03:09:00,270,Heater,3.04,25.2,Spring,2
2023-07-25 08:00:00,149,Computer,1.8,25.5,Summer,1
2023-09-13 04:22:00,498,Oven,0.76,30.5,Summer,4
2023-09-30 03:44:00,383,Dishwasher,0.27,28.9,Summer,1
2023-07-02 05:27:00,177,Microwave,0.31,-2.9,Summer,1
2023-03-17 03:54:00,275,Fridge,0.36,15.6,Winter,2
2023-11-03 20:15:00,314,Oven,1.46,7.0,Fall,2
2023-11-23 05:42:00,399,Lights,1.16,24.8,Fall,3
2023-11-14 13:53:00,49,Air Conditioning,3.92,39.6,Fall,3
2023-12-27 20:38:00,351,Lights,1.73,37.3,Fall,4
2023-11-15 15:49:00,330,Oven,0.52,11.1,Fall,4
2023-03-31 06:41:00,465,Washing Machine,1.27,32.7,Winter,3
2023-08-21 00:02:00,434,Lights,1.94,35.0,Summer,5
2023-07-27 23:37:00,43,Fridge,0.45,8.1,Summer,2
2023-01-24 15:38:00,123,Washing Machine,0.97,16.8,Winter,1
2023-01-12 16:54:00,29,Computer,0.61,-0.1,Winter,4
2023-05-31 21:46:00,420,TV,1.09,17.2,Spring,4
2023-05-28 12:55:00,339,Microwave,1.19,12.6,Spring,1
2023-04-19 03:53:00,137,TV,1.97,27.7,Spring,4
2023-09-11 21:26:00,253,Fridge,0.39,18.8,Summer,5
2023-10-18 09:30:00,491,Washing Machine,1.03,15.5,Fall,4
2023-08-13 12:38:00,282,Air Conditioning,2.78,30.9,Summer,3
2023-02-03 04:02:00,118,TV,0.53,-1.7,Winter,2
2023-06-26 02:51:00,63,Lights,0.46,3.9,Spring,2
2023-08-07 10:48:00,110,TV,1.44,23.1,Summer,5
2023-07-12 10:54:00,346,Microwave,0.87,11.3,Summer,4
2023-10-01 13:59:00,222,TV,1.1,2.8,Fall,4
2023-09-02 06:13:00,482,Dishwasher,1.11,7.9,Summer,2
2023-08-20 01:14:00,226,Computer,0.44,7.5,Summer,2
2023-06-25 06:57:00,279,TV,1.67,26.2,Spring,1
2023-07-28 11:42:00,13,Washing Machine,0.95,36.8,Summer,3
2023-12-26 20:47:00,233,Lights,1.52,-1.7,Fall,4
2023-04-05 04:35:00,172,Fridge,0.26,14.4,Spring,4
2023-08-13 23:20:00,89,TV,1.22,15.1,Summer,5
2023-08-27 16:17:00,61,Washing Machine,1.11,25.0,Summer,2
2023-08-10 20:10:00,232,Microwave,1.01,37.9,Summer,3
2023-07-16 16:52:00,349,Lights,1.48,-6.1,Summer,1
2023-12-04 15:27:00,225,Lights,0.35,8.9,Fall,3
2023-04-15 04:00:00,35,Oven,1.61,27.8,Spring,1
2023-01-26 03:38:00,124,Fridge,0.17,37.1,Winter,3
2023-03-13 09:56:00,167,Air Conditioning,4.15,38.1,Winter,3
2023-01-09 11:49:00,114,Air Conditioning,4.18,4.6,Winter,2
2023-02-22 14:24:00,260,Air Conditioning,4.61,28.7,Winter,1
2023-03-21 14:41:00,126,Washing Machine,0.68,28.3,Winter,4
2023-07-21 16:59:00,357,Oven,0.56,16.7,Summer,2
2023-01-05 08:33:00,90,Fridge,0.12,-4.7,Winter,3
2023-09-24 17:33:00,481,Washing Machine,1.42,10.8,Summer,3
2023-10-03 11:50:00,399,Fridge,0.46,33.4,Fall,4
2023-03-28 15:58:00,157,Oven,1.83,-3.1,Winter,1
2023-10-06 01:04:00,277,Lights,1.79,39.4,Fall,3
2023-04-05 05:36:00,138,Microwave,0.63,32.1,Spring,5
2023-10-31 11:48:00,8,Dishwasher,1.69,4.0,Fall,2
2023-12-03 10:21:00,224,Fridge,0.26,36.0,Fall,1
2023-06-19 22:14:00,29,TV,1.3,-8.4,Spring,3
2023-09-18 02:29:00,282,Fridge,0.43,29.8,Summer,1
2023-03-30 05:33:00,377,Lights,0.5,11.3,Winter,5
2023-06-24 09:16:00,458,Lights,1.6,2.1,Spring,5
2023-11-23 06:47:00,478,Washing Machine,1.48,6.6,Fall,3
2023-12-07 05:05:00,478,Washing Machine,1.25,11.5,Fall,1
2023-10-31 05:25:00,74,Fridge,0.46,20.5,Fall,5
2023-07-13 22:36:00,288,Washing Machine,0.81,22.8,Summer,3
2023-06-07 09:00:00,5,Fridge,0.41,38.4,Spring,5
2023-10-18 00:55:00,194,Computer,1.75,34.7,Fall,3
2023-09-27 01:53:00,249,Air Conditioning,2.43,-1.5,Summer,5
2023-01-18 22:46:00,474,TV,0.25,-2.9,Winter,4
2023-09-12 14:08:00,281,Oven,1.01,22.8,Summer,4
2023-08-21 22:14:00,29,Lights,0.84,19.5,Summer,1
2023-10-24 05:56:00,264,Air Conditioning,4.71,4.7,Fall,5
2023-06-22 15:50:00,46,TV,0.46,17.9,Spring,5
2023-02-14 11:42:00,259,TV,0.21,3.2,Winter,3
2023-06-20 12:05:00,297,Oven,0.75,5.8,Spring,5
2023-09-09 13:33:00,234,Computer,0.21,20.5,Summer,2
2023-10-19 07:20:00,333,Heater,2.09,-2.7,Fall,4
2023-09-29 15:34:00,293,Lights,1.43,-0.4,Summer,1
2023-02-12 03:07:00,65,Washing Machine,0.41,18.6,Winter,3
2023-10-16 17:20:00,281,Air Conditioning,4.88,21.4,Fall,4
2023-04-26 16:44:00,324,Lights,1.51,-1.5,Spring,5
2023-04-08 12:02:00,262,Computer,0.26,29.6,Spring,3
