Appliance Type,timestamp,Energy Consumption (kWh)
Computer,2023-06-13 16:00:00,3.7
Computer,2023-06-13 17:00:00,1.74
Computer,2023-06-13 18:00:00,0.0
Computer,2023-06-13 19:00:00,0.86
Computer,2023-06-13 20:00:00,0.67
Computer,2023-06-13 21:00:00,2.51
Computer,2023-06-13 22:00:00,3.5
Computer,2023-06-13 23:00:00,3.57
Computer,2023-06-14 00:00:00,0.0
Computer,2023-06-14 01:00:00,0.0
Computer,2023-06-14 02:00:00,0.0
Computer,2023-06-14 03:00:00,0.33
Computer,2023-06-14 04:00:00,0.0
Computer,2023-06-14 05:00:00,1.86
Computer,2023-06-14 06:00:00,2.12
Computer,2023-06-14 07:00:00,3.8
Computer,2023-06-14 08:00:00,3.01
Computer,2023-06-14 09:00:00,0.0
Computer,2023-06-14 10:00:00,1.5
Computer,2023-06-14 11:00:00,0.0
Computer,2023-06-14 12:00:00,3.04
Computer,2023-06-14 13:00:00,1.4
Computer,2023-06-14 14:00:00,3.3
Computer,2023-06-14 15:00:00,3.7399999999999998
Computer,2023-06-14 16:00:00,1.03
Computer,2023-06-14 17:00:00,1.73
Computer,2023-06-14 18:00:00,1.17
Computer,2023-06-14 19:00:00,2.34
Computer,2023-06-14 20:00:00,1.8900000000000001
Computer,2023-06-14 21:00:00,0.0
Computer,2023-06-14 22:00:00,0.0
Computer,2023-06-14 23:00:00,4.359999999999999
Computer,2023-06-15 00:00:00,1.48
Computer,2023-06-15 01:00:00,0.39
Computer,2023-06-15 02:00:00,0.0
Computer,2023-06-15 03:00:00,1.32
Computer,2023-06-15 04:00:00,3.19
Computer,2023-06-15 05:00:00,1.81
Computer,2023-06-15 06:00:00,1.78
Computer,2023-06-15 07:00:00,1.85
Computer,2023-06-15 08:00:00,1.15
Computer,2023-06-15 09:00:00,0.0
Computer,2023-06-15 10:00:00,1.71
Computer,2023-06-15 11:00:00,0.36
Computer,2023-06-15 12:00:00,2.04
Computer,2023-06-15 13:00:00,1.08
Computer,2023-06-15 14:00:00,0.0
Computer,2023-06-15 15:00:00,3.75
Computer,2023-06-15 16:00:00,0.0
Computer,2023-06-15 17:00:00,1.93
Computer,2023-06-15 18:00:00,3.58
Computer,2023-06-15 19:00:00,0.0
Computer,2023-06-15 20:00:00,0.0
Computer,2023-06-15 21:00:00,1.96
Computer,2023-06-15 22:00:00,0.6
Computer,2023-06-15 23:00:00,0.0
Computer,2023-06-16 00:00:00,0.0
Computer,2023-06-16 01:00:00,1.66
Computer,2023-06-16 02:00:00,4.23
Computer,2023-06-16 03:00:00,0.59
Computer,2023-06-16 04:00:00,1.28
Computer,2023-06-16 05:00:00,3.9899999999999998
Computer,2023-06-16 06:00:00,2.45
Computer,2023-06-16 07:00:00,1.94
Computer,2023-06-16 08:00:00,3.05
Computer,2023-06-16 09:00:00,0.0
Computer,2023-06-16 10:00:00,2.8
Computer,2023-06-16 11:00:00,0.0
Computer,2023-06-16 12:00:00,1.34
Computer,2023-06-16 13:00:00,2.6100000000000003
Computer,2023-06-16 14:00:00,0.0
Computer,2023-06-16 15:00:00,0.43
Computer,2023-06-16 16:00:00,1.14
Computer,2023-06-16 17:00:00,0.0
Computer,2023-06-16 18:00:00,0.0
Computer,2023-06-16 19:00:00,0.0
Computer,2023-06-16 20:00:00,1.96
Computer,2023-06-16 21:00:00,0.0
Computer,2023-06-16 22:00:00,0.0
Computer,2023-06-16 23:00:00,0.0
Computer,2023-06-17 00:00:00,1.99
Computer,2023-06-17 01:00:00,0.0
Computer,2023-06-17 02:00:00,4.51
Computer,2023-06-17 03:00:00,0.0
Computer,2023-06-17 04:00:00,3.01
Computer,2023-06-17 05:00:00,2.92
Computer,2023-06-17 06:00:00,2.19
Computer,2023-06-17 07:00:00,2.9699999999999998
Computer,2023-06-17 08:00:00,2.21
Computer,2023-06-17 09:00:00,3.33
Computer,2023-06-17 10:00:00,2.25
Computer,2023-06-17 11:00:00,0.46
Computer,2023-06-17 12:00:00,0.0
Computer,2023-06-17 13:00:00,0.74
Computer,2023-06-17 14:00:00,0.0
Computer,2023-06-17 15:00:00,1.85
Computer,2023-06-17 16:00:00,0.0
Computer,2023-06-17 17:00:00,0.0
Computer,2023-06-17 18:00:00,0.0
Computer,2023-06-17 19:00:00,2.67
Computer,2023-06-17 20:00:00,0.79
Computer,2023-06-17 21:00:00,1.94
Computer,2023-06-17 22:00:00,0.79
Computer,2023-06-17 23:00:00,2.41
Computer,2023-06-18 00:00:00,0.0
Computer,2023-06-18 01:00:00,3.0
Computer,2023-06-18 02:00:00,1.4
Computer,2023-06-18 03:00:00,0.0
Computer,2023-06-18 04:00:00,1.89
Computer,2023-06-18 05:00:00,0.0
Computer,2023-06-18 06:00:00,0.39
Computer,2023-06-18 07:00:00,1.48
Computer,2023-06-18 08:00:00,1.1600000000000001
Computer,2023-06-18 09:00:00,0.67
Computer,2023-06-18 10:00:00,0.0
Computer,2023-06-18 11:00:00,1.7
Computer,2023-06-18 12:00:00,0.0
Computer,2023-06-18 13:00:00,0.65
Computer,2023-06-18 14:00:00,2.31
Computer,2023-06-18 15:00:00,0.0
Computer,2023-06-18 16:00:00,2.75
Computer,2023-06-18 17:00:00,1.92
Computer,2023-06-18 18:00:00,0.0
Computer,2023-06-18 19:00:00,2.51
Computer,2023-06-18 20:00:00,0.0
Computer,2023-06-18 21:00:00,1.8
Computer,2023-06-18 22:00:00,0.0
Computer,2023-06-18 23:00:00,0.0
Computer,2023-06-19 00:00:00,0.0
Computer,2023-06-19 01:00:00,0.21
Computer,2023-06-19 02:00:00,0.0
Computer,2023-06-19 03:00:00,1.28
Computer,2023-06-19 04:00:00,1.41
Computer,2023-06-19 05:00:00,1.3
Computer,2023-06-19 06:00:00,1.45
Computer,2023-06-19 07:00:00,0.0
Computer,2023-06-19 08:00:00,0.0
Computer,2023-06-19 09:00:00,1.51
Computer,2023-06-19 10:00:00,0.0
Computer,2023-06-19 11:00:00,1.9
Computer,2023-06-19 12:00:00,0.0
Computer,2023-06-19 13:00:00,3.37
Computer,2023-06-19 14:00:00,2.54
Computer,2023-06-19 15:00:00,0.44
Computer,2023-06-19 16:00:00,0.0
Computer,2023-06-19 17:00:00,2.64
Computer,2023-06-19 18:00:00,0.59
Computer,2023-06-19 19:00:00,0.24
Computer,2023-06-19 20:00:00,0.22
Computer,2023-06-19 21:00:00,0.72
Computer,2023-06-19 22:00:00,0.41
Computer,2023-06-19 23:00:00,1.87
Computer,2023-06-20 00:00:00,2.08
Computer,2023-06-20 01:00:00,1.9600000000000002
Computer,2023-06-20 02:00:00,1.22
Computer,2023-06-20 03:00:00,0.92
Computer,2023-06-20 04:00:00,2.6799999999999997
Computer,2023-06-20 05:00:00,2.75
Computer,2023-06-20 06:00:00,1.67
Computer,2023-06-20 07:00:00,1.27
Computer,2023-06-20 08:00:00,1.98
Computer,2023-06-20 09:00:00,0.0
Computer,2023-06-20 10:00:00,0.0
Computer,2023-06-20 11:00:00,2.64
Computer,2023-06-20 12:00:00,2.0
Computer,2023-06-20 13:00:00,0.0
Computer,2023-06-20 14:00:00,1.92
Computer,2023-06-20 15:00:00,2.39
Computer,2023-06-20 16:00:00,3.4
Computer,2023-06-20 17:00:00,1.47
Computer,2023-06-20 18:00:00,0.0
Computer,2023-06-20 19:00:00,2.54
Computer,2023-06-20 20:00:00,0.0
Computer,2023-06-20 21:00:00,3.18
Computer,2023-06-20 22:00:00,0.0
Computer,2023-06-20 23:00:00,0.0
Computer,2023-06-21 00:00:00,3.59
Computer,2023-06-21 01:00:00,2.12
Computer,2023-06-21 02:00:00,0.0
Computer,2023-06-21 03:00:00,1.36
Computer,2023-06-21 04:00:00,1.05
Computer,2023-06-21 05:00:00,1.56
Computer,2023-06-21 06:00:00,1.72
Computer,2023-06-21 07:00:00,1.84
Computer,2023-06-21 08:00:00,2.71
Computer,2023-06-21 09:00:00,0.0
Computer,2023-06-21 10:00:00,0.0
Computer,2023-06-21 11:00:00,0.0
Computer,2023-06-21 12:00:00,1.44
Computer,2023-06-21 13:00:00,0.0
Computer,2023-06-21 14:00:00,2.9299999999999997
Computer,2023-06-21 15:00:00,0.0
Computer,2023-06-21 16:00:00,0.38
Computer,2023-06-21 17:00:00,0.0
Computer,2023-06-21 18:00:00,3.13
Computer,2023-06-21 19:00:00,1.66
Computer,2023-06-21 20:00:00,1.45
Computer,2023-06-21 21:00:00,0.0
Computer,2023-06-21 22:00:00,0.82
Computer,2023-06-21 23:00:00,3.39
Computer,2023-06-22 00:00:00,0.6
Computer,2023-06-22 01:00:00,1.19
Computer,2023-06-22 02:00:00,0.0
Computer,2023-06-22 03:00:00,0.24
Computer,2023-06-22 04:00:00,2.6
Computer,2023-06-22 05:00:00,2.41
Computer,2023-06-22 06:00:00,0.0
Computer,2023-06-22 07:00:00,1.03
Computer,2023-06-22 08:00:00,1.56
Computer,2023-06-22 09:00:00,2.24
Computer,2023-06-22 10:00:00,4.4
Computer,2023-06-22 11:00:00,1.12
Computer,2023-06-22 12:00:00,0.0
Computer,2023-06-22 13:00:00,2.6100000000000003
Computer,2023-06-22 14:00:00,2.25
Computer,2023-06-22 15:00:00,0.0
Computer,2023-06-22 16:00:00,3.1399999999999997
Computer,2023-06-22 17:00:00,1.19
Computer,2023-06-22 18:00:00,3.05
Computer,2023-06-22 19:00:00,0.0
Computer,2023-06-22 20:00:00,0.0
Computer,2023-06-22 21:00:00,0.0
Computer,2023-06-22 22:00:00,1.96
Computer,2023-06-22 23:00:00,2.1900000000000004
Computer,2023-06-23 00:00:00,3.3
Computer,2023-06-23 01:00:00,1.91
Computer,2023-06-23 02:00:00,0.0
Computer,2023-06-23 03:00:00,2.41
Computer,2023-06-23 04:00:00,0.0
Computer,2023-06-23 05:00:00,0.0
Computer,2023-06-23 06:00:00,0.81
Computer,2023-06-23 07:00:00,1.46
Computer,2023-06-23 08:00:00,0.0
Computer,2023-06-23 09:00:00,1.27
Computer,2023-06-23 10:00:00,0.0
Computer,2023-06-23 11:00:00,3.9
Computer,2023-06-23 12:00:00,3.6100000000000003
Computer,2023-06-23 13:00:00,0.5
Computer,2023-06-23 14:00:00,0.0
Computer,2023-06-23 15:00:00,1.74
Computer,2023-06-23 16:00:00,0.0
Computer,2023-06-23 17:00:00,0.0
Computer,2023-06-23 18:00:00,1.85
Computer,2023-06-23 19:00:00,0.0
Computer,2023-06-23 20:00:00,0.0
Computer,2023-06-23 21:00:00,1.51
Computer,2023-06-23 22:00:00,1.69
Computer,2023-06-23 23:00:00,2.75
Computer,2023-06-24 00:00:00,2.58
Computer,2023-06-24 01:00:00,0.67
Computer,2023-06-24 02:00:00,4.17
Computer,2023-06-24 03:00:00,0.0
Computer,2023-06-24 04:00:00,2.0999999999999996
Computer,2023-06-24 05:00:00,1.75
Computer,2023-06-24 06:00:00,1.74
Computer,2023-06-24 07:00:00,3.43
Computer,2023-06-24 08:00:00,1.48
Computer,2023-06-24 09:00:00,1.67
Computer,2023-06-24 10:00:00,0.0
Computer,2023-06-24 11:00:00,2.02
Computer,2023-06-24 12:00:00,0.57
Computer,2023-06-24 13:00:00,3.41
Computer,2023-06-24 14:00:00,0.3
Computer,2023-06-24 15:00:00,1.7
Computer,2023-06-24 16:00:00,1.42
Computer,2023-06-24 17:00:00,0.0
Computer,2023-06-24 18:00:00,0.6
Computer,2023-06-24 19:00:00,0.72
Computer,2023-06-24 20:00:00,5.35
Computer,2023-06-24 21:00:00,1.87
Computer,2023-06-24 22:00:00,0.0
Computer,2023-06-24 23:00:00,0.0
Computer,2023-06-25 00:00:00,1.25
Computer,2023-06-25 01:00:00,1.03
Computer,2023-06-25 02:00:00,0.41
Computer,2023-06-25 03:00:00,1.84
Computer,2023-06-25 04:00:00,3.3200000000000003
Computer,2023-06-25 05:00:00,0.59
Computer,2023-06-25 06:00:00,1.24
Computer,2023-06-25 07:00:00,0.0
Computer,2023-06-25 08:00:00,1.26
Computer,2023-06-25 09:00:00,3.26
Computer,2023-06-25 10:00:00,1.05
Computer,2023-06-25 11:00:00,0.0
Computer,2023-06-25 12:00:00,1.63
Computer,2023-06-25 13:00:00,0.96
Computer,2023-06-25 14:00:00,0.0
Computer,2023-06-25 15:00:00,0.0
Computer,2023-06-25 16:00:00,0.0
Computer,2023-06-25 17:00:00,0.0
Computer,2023-06-25 18:00:00,1.86
Computer,2023-06-25 19:00:00,0.79
Computer,2023-06-25 20:00:00,1.7
Computer,2023-06-25 21:00:00,0.0
Computer,2023-06-25 22:00:00,2.01
Computer,2023-06-25 23:00:00,1.69
Computer,2023-06-26 00:00:00,2.59
Computer,2023-06-26 01:00:00,2.9299999999999997
Computer,2023-06-26 02:00:00,3.26
Computer,2023-06-26 03:00:00,3.65
Computer,2023-06-26 04:00:00,1.13
Computer,2023-06-26 05:00:00,0.0
Computer,2023-06-26 06:00:00,0.35
Computer,2023-06-26 07:00:00,3.43
Computer,2023-06-26 08:00:00,1.47
Computer,2023-06-26 09:00:00,2.5
Computer,2023-06-26 10:00:00,0.0
Computer,2023-06-26 11:00:00,0.44
Computer,2023-06-26 12:00:00,0.0
Computer,2023-06-26 13:00:00,0.49
Computer,2023-06-26 14:00:00,2.9699999999999998
Computer,2023-06-26 15:00:00,2.32
Computer,2023-06-26 16:00:00,0.0
Computer,2023-06-26 17:00:00,3.1500000000000004
Computer,2023-06-26 18:00:00,1.33
Computer,2023-06-26 19:00:00,0.0
Computer,2023-06-26 20:00:00,0.0
Computer,2023-06-26 21:00:00,0.0
Computer,2023-06-26 22:00:00,1.99
Computer,2023-06-26 23:00:00,0.63
Computer,2023-06-27 00:00:00,2.91
Computer,2023-06-27 01:00:00,1.0
Computer,2023-06-27 02:00:00,1.53
Computer,2023-06-27 03:00:00,1.56
Computer,2023-06-27 04:00:00,0.0
Computer,2023-06-27 05:00:00,1.92
Computer,2023-06-27 06:00:00,0.0
Computer,2023-06-27 07:00:00,0.0
Computer,2023-06-27 08:00:00,0.0
Computer,2023-06-27 09:00:00,0.0
Computer,2023-06-27 10:00:00,0.91
Computer,2023-06-27 11:00:00,0.0
Computer,2023-06-27 12:00:00,0.0
Computer,2023-06-27 13:00:00,1.63
Computer,2023-06-27 14:00:00,0.0
Computer,2023-06-27 15:00:00,0.79
Computer,2023-06-27 16:00:00,1.57
Computer,2023-06-27 17:00:00,1.72
Computer,2023-06-27 18:00:00,1.07
Computer,2023-06-27 19:00:00,0.0
Computer,2023-06-27 20:00:00,1.98
Computer,2023-06-27 21:00:00,0.0
Computer,2023-06-27 22:00:00,0.33
Computer,2023-06-27 23:00:00,1.02
Computer,2023-06-28 00:00:00,1.98
Computer,2023-06-28 01:00:00,1.71
Computer,2023-06-28 02:00:00,2.86
Computer,2023-06-28 03:00:00,0.96
Computer,2023-06-28 04:00:00,2.9
Computer,2023-06-28 05:00:00,1.78
Computer,2023-06-28 06:00:00,1.4
Computer,2023-06-28 07:00:00,0.0
Computer,2023-06-28 08:00:00,3.66
Computer,2023-06-28 09:00:00,3.67
Computer,2023-06-28 10:00:00,2.43
Computer,2023-06-28 11:00:00,0.55
Computer,2023-06-28 12:00:00,2.32
Computer,2023-06-28 13:00:00,0.0
Computer,2023-06-28 14:00:00,1.33
Computer,2023-06-28 15:00:00,0.0
Computer,2023-06-28 16:00:00,1.1300000000000001
Computer,2023-06-28 17:00:00,1.25
Computer,2023-06-28 18:00:00,3.13
Computer,2023-06-28 19:00:00,0.0
Computer,2023-06-28 20:00:00,1.56
Computer,2023-06-28 21:00:00,0.0
Computer,2023-06-28 22:00:00,0.0
Computer,2023-06-28 23:00:00,1.65
Computer,2023-06-29 00:00:00,1.25
Computer,2023-06-29 01:00:00,4.49
Computer,2023-06-29 02:00:00,2.7199999999999998
Computer,2023-06-29 03:00:00,0.43
Computer,2023-06-29 04:00:00,2.35
Computer,2023-06-29 05:00:00,1.71
Computer,2023-06-29 06:00:00,1.45
Computer,2023-06-29 07:00:00,0.0
Computer,2023-06-29 08:00:00,0.0
Computer,2023-06-29 09:00:00,0.0
Computer,2023-06-29 10:00:00,0.27
Computer,2023-06-29 11:00:00,0.0
Computer,2023-06-29 12:00:00,0.0
Computer,2023-06-29 13:00:00,0.0
Computer,2023-06-29 14:00:00,1.68
Computer,2023-06-29 15:00:00,1.18
Computer,2023-06-29 16:00:00,1.27
Computer,2023-06-29 17:00:00,0.0
Computer,2023-06-29 18:00:00,2.92
Computer,2023-06-29 19:00:00,2.82
Computer,2023-06-29 20:00:00,1.0
Computer,2023-06-29 21:00:00,1.79
Computer,2023-06-29 22:00:00,0.95
Computer,2023-06-29 23:00:00,1.3599999999999999
Computer,2023-06-30 00:00:00,4.9
Computer,2023-06-30 01:00:00,1.84
Computer,2023-06-30 02:00:00,0.38
Computer,2023-06-30 03:00:00,0.55
Computer,2023-06-30 04:00:00,0.0
Computer,2023-06-30 05:00:00,1.08
Computer,2023-06-30 06:00:00,0.9
Computer,2023-06-30 07:00:00,1.79
Computer,2023-06-30 08:00:00,1.19
Computer,2023-06-30 09:00:00,0.0
Computer,2023-06-30 10:00:00,0.0
Computer,2023-06-30 11:00:00,1.74
Computer,2023-06-30 12:00:00,1.58
Computer,2023-06-30 13:00:00,4.04
Computer,2023-06-30 14:00:00,0.0
Computer,2023-06-30 15:00:00,0.0
Computer,2023-06-30 16:00:00,0.0
Computer,2023-06-30 17:00:00,0.0
Computer,2023-06-30 18:00:00,2.18
Computer,2023-06-30 19:00:00,1.46
Computer,2023-06-30 20:00:00,0.0
Computer,2023-06-30 21:00:00,0.87
Computer,2023-06-30 22:00:00,0.0
Computer,2023-06-30 23:00:00,2.57
Computer,2023-07-01 00:00:00,1.2
Computer,2023-07-01 01:00:00,0.0
Computer,2023-07-01 02:00:00,0.0
Computer,2023-07-01 03:00:00,1.28
Computer,2023-07-01 04:00:00,0.0
Computer,2023-07-01 05:00:00,4.5600000000000005
Computer,2023-07-01 06:00:00,1.65
Computer,2023-07-01 07:00:00,0.0
Computer,2023-07-01 08:00:00,0.68
Computer,2023-07-01 09:00:00,0.44
Computer,2023-07-01 10:00:00,1.76
Computer,2023-07-01 11:00:00,0.0
Computer,2023-07-01 12:00:00,2.96
Computer,2023-07-01 13:00:00,0.0
Computer,2023-07-01 14:00:00,0.0
Computer,2023-07-01 15:00:00,0.0
Computer,2023-07-01 16:00:00,1.43
Computer,2023-07-01 17:00:00,0.0
Computer,2023-07-01 18:00:00,1.17
Computer,2023-07-01 19:00:00,0.0
Computer,2023-07-01 20:00:00,2.5700000000000003
Computer,2023-07-01 21:00:00,1.68
Computer,2023-07-01 22:00:00,0.0
Computer,2023-07-01 23:00:00,0.41
Computer,2023-07-02 00:00:00,0.25
Computer,2023-07-02 01:00:00,1.99
Computer,2023-07-02 02:00:00,1.32
Computer,2023-07-02 03:00:00,0.0
Computer,2023-07-02 04:00:00,2.01
Computer,2023-07-02 05:00:00,0.48
Computer,2023-07-02 06:00:00,3.1
Computer,2023-07-02 07:00:00,1.7399999999999998
Computer,2023-07-02 08:00:00,0.9
Computer,2023-07-02 09:00:00,0.0
Computer,2023-07-02 10:00:00,0.22
Computer,2023-07-02 11:00:00,3.24
Computer,2023-07-02 12:00:00,0.0
Computer,2023-07-02 13:00:00,0.0
Computer,2023-07-02 14:00:00,1.91
Computer,2023-07-02 15:00:00,3.3
Computer,2023-07-02 16:00:00,0.22
Computer,2023-07-02 17:00:00,2.42
Computer,2023-07-02 18:00:00,3.8200000000000003
Computer,2023-07-02 19:00:00,0.79
Computer,2023-07-02 20:00:00,4.89
Computer,2023-07-02 21:00:00,0.0
Computer,2023-07-02 22:00:00,0.0
Computer,2023-07-02 23:00:00,1.31
Computer,2023-07-03 00:00:00,1.82
Computer,2023-07-03 01:00:00,3.48
Computer,2023-07-03 02:00:00,1.74
Computer,2023-07-03 03:00:00,0.95
Computer,2023-07-03 04:00:00,3.0300000000000002
Computer,2023-07-03 05:00:00,1.4100000000000001
Computer,2023-07-03 06:00:00,4.71
Computer,2023-07-03 07:00:00,1.56
Computer,2023-07-03 08:00:00,0.0
Computer,2023-07-03 09:00:00,0.0
Computer,2023-07-03 10:00:00,1.19
Computer,2023-07-03 11:00:00,2.71
Computer,2023-07-03 12:00:00,2.4000000000000004
Computer,2023-07-03 13:00:00,3.1799999999999997
Computer,2023-07-03 14:00:00,0.0
Computer,2023-07-03 15:00:00,0.0
Computer,2023-07-03 16:00:00,0.0
Computer,2023-07-03 17:00:00,1.57
Computer,2023-07-03 18:00:00,0.43
Computer,2023-07-03 19:00:00,0.0
Computer,2023-07-03 20:00:00,0.0
Computer,2023-07-03 21:00:00,1.58
Computer,2023-07-03 22:00:00,0.0
Computer,2023-07-03 23:00:00,2.15
Computer,2023-07-04 00:00:00,3.69
Computer,2023-07-04 01:00:00,0.0
Computer,2023-07-04 02:00:00,0.63
Computer,2023-07-04 03:00:00,0.98
Computer,2023-07-04 04:00:00,2.95
Computer,2023-07-04 05:00:00,0.0
Computer,2023-07-04 06:00:00,4.17
Computer,2023-07-04 07:00:00,0.0
Computer,2023-07-04 08:00:00,0.0
Computer,2023-07-04 09:00:00,0.0
Computer,2023-07-04 10:00:00,3.9
Computer,2023-07-04 11:00:00,0.0
Computer,2023-07-04 12:00:00,2.21
Computer,2023-07-04 13:00:00,3.81
Computer,2023-07-04 14:00:00,1.1
Computer,2023-07-04 15:00:00,0.0
Computer,2023-07-04 16:00:00,0.0
Computer,2023-07-04 17:00:00,2.49
Computer,2023-07-04 18:00:00,0.68
Computer,2023-07-04 19:00:00,0.56
Computer,2023-07-04 20:00:00,1.17
Computer,2023-07-04 21:00:00,3.8
Computer,2023-07-04 22:00:00,2.1
Computer,2023-07-04 23:00:00,2.5700000000000003
Computer,2023-07-05 00:00:00,1.27
Computer,2023-07-05 01:00:00,0.25
Computer,2023-07-05 02:00:00,0.0
Computer,2023-07-05 03:00:00,0.0
Computer,2023-07-05 04:00:00,1.71
Computer,2023-07-05 05:00:00,0.0
Computer,2023-07-05 06:00:00,1.3
Computer,2023-07-05 07:00:00,0.9
Computer,2023-07-05 08:00:00,1.67
Computer,2023-07-05 09:00:00,2.54
Computer,2023-07-05 10:00:00,1.87
Computer,2023-07-05 11:00:00,1.37
Computer,2023-07-05 12:00:00,0.0
Computer,2023-07-05 13:00:00,3.22
Computer,2023-07-05 14:00:00,0.0
Computer,2023-07-05 15:00:00,1.74
Computer,2023-07-05 16:00:00,0.56
Computer,2023-07-05 17:00:00,2.1100000000000003
Computer,2023-07-05 18:00:00,2.37
Computer,2023-07-05 19:00:00,3.75
Computer,2023-07-05 20:00:00,0.0
Computer,2023-07-05 21:00:00,1.01
Computer,2023-07-05 22:00:00,0.75
Computer,2023-07-05 23:00:00,0.95
Computer,2023-07-06 00:00:00,0.0
Computer,2023-07-06 01:00:00,1.7799999999999998
Computer,2023-07-06 02:00:00,0.0
Computer,2023-07-06 03:00:00,0.0
Computer,2023-07-06 04:00:00,3.76
Computer,2023-07-06 05:00:00,4.09
Computer,2023-07-06 06:00:00,0.0
Computer,2023-07-06 07:00:00,1.86
Computer,2023-07-06 08:00:00,1.47
Computer,2023-07-06 09:00:00,0.39
Computer,2023-07-06 10:00:00,1.93
Computer,2023-07-06 11:00:00,0.0
Computer,2023-07-06 12:00:00,3.8899999999999997
Computer,2023-07-06 13:00:00,1.56
Computer,2023-07-06 14:00:00,0.0
Computer,2023-07-06 15:00:00,0.0
Computer,2023-07-06 16:00:00,1.94
Computer,2023-07-06 17:00:00,0.0
Computer,2023-07-06 18:00:00,1.14
Computer,2023-07-06 19:00:00,0.0
Computer,2023-07-06 20:00:00,2.54
Computer,2023-07-06 21:00:00,1.51
Computer,2023-07-06 22:00:00,1.64
Computer,2023-07-06 23:00:00,0.24
Computer,2023-07-07 00:00:00,1.55
Computer,2023-07-07 01:00:00,0.0
Computer,2023-07-07 02:00:00,2.27
Computer,2023-07-07 03:00:00,1.56
Computer,2023-07-07 04:00:00,0.0
Computer,2023-07-07 05:00:00,0.99
Computer,2023-07-07 06:00:00,0.0
Computer,2023-07-07 07:00:00,4.29
Computer,2023-07-07 08:00:00,1.56
Computer,2023-07-07 09:00:00,0.57
Computer,2023-07-07 10:00:00,0.0
Computer,2023-07-07 11:00:00,0.0
Computer,2023-07-07 12:00:00,0.83
Computer,2023-07-07 13:00:00,3.2
Computer,2023-07-07 14:00:00,3.25
Computer,2023-07-07 15:00:00,3.65
Computer,2023-07-07 16:00:00,0.0
Computer,2023-07-07 17:00:00,0.0
Computer,2023-07-07 18:00:00,3.1100000000000003
Computer,2023-07-07 19:00:00,0.0
Computer,2023-07-07 20:00:00,0.0
Computer,2023-07-07 21:00:00,0.0
Computer,2023-07-07 22:00:00,1.5
Computer,2023-07-07 23:00:00,0.42
Computer,2023-07-08 00:00:00,2.41
Computer,2023-07-08 01:00:00,1.35
Computer,2023-07-08 02:00:00,0.0
Computer,2023-07-08 03:00:00,1.43
Computer,2023-07-08 04:00:00,0.0
Computer,2023-07-08 05:00:00,0.0
Computer,2023-07-08 06:00:00,2.33
Computer,2023-07-08 07:00:00,0.0
Computer,2023-07-08 08:00:00,0.0
Computer,2023-07-08 09:00:00,0.76
Computer,2023-07-08 10:00:00,0.83
Computer,2023-07-08 11:00:00,1.02
Computer,2023-07-08 12:00:00,4.17
Computer,2023-07-08 13:00:00,1.64
Computer,2023-07-08 14:00:00,1.9
Computer,2023-07-08 15:00:00,0.0
Computer,2023-07-08 16:00:00,0.0
Computer,2023-07-08 17:00:00,1.98
Computer,2023-07-08 18:00:00,0.0
Computer,2023-07-08 19:00:00,3.91
Computer,2023-07-08 20:00:00,0.37
Computer,2023-07-08 21:00:00,1.81
Computer,2023-07-08 22:00:00,1.64
Computer,2023-07-08 23:00:00,1.18
Computer,2023-07-09 00:00:00,0.0
Computer,2023-07-09 01:00:00,0.0
Computer,2023-07-09 02:00:00,0.94
Computer,2023-07-09 03:00:00,0.0
Computer,2023-07-09 04:00:00,3.8
Computer,2023-07-09 05:00:00,0.64
Computer,2023-07-09 06:00:00,3.5199999999999996
Computer,2023-07-09 07:00:00,0.0
Computer,2023-07-09 08:00:00,2.2699999999999996
Computer,2023-07-09 09:00:00,0.25
Computer,2023-07-09 10:00:00,0.0
Computer,2023-07-09 11:00:00,2.04
Computer,2023-07-09 12:00:00,0.0
Computer,2023-07-09 13:00:00,0.72
Computer,2023-07-09 14:00:00,0.0
Computer,2023-07-09 15:00:00,1.17
Computer,2023-07-09 16:00:00,0.0
Computer,2023-07-09 17:00:00,0.0
Computer,2023-07-09 18:00:00,2.34
Computer,2023-07-09 19:00:00,0.3
Computer,2023-07-09 20:00:00,1.42
Computer,2023-07-09 21:00:00,0.26
Computer,2023-07-09 22:00:00,0.34
Computer,2023-07-09 23:00:00,0.0
Computer,2023-07-10 00:00:00,0.75
Computer,2023-07-10 01:00:00,4.17
Computer,2023-07-10 02:00:00,3.29
Computer,2023-07-10 03:00:00,0.55
Computer,2023-07-10 04:00:00,3.9
Computer,2023-07-10 05:00:00,1.7
Computer,2023-07-10 06:00:00,1.78
Computer,2023-07-10 07:00:00,1.22
Computer,2023-07-10 08:00:00,3.79
Computer,2023-07-10 09:00:00,0.0
Computer,2023-07-10 10:00:00,0.0
Computer,2023-07-10 11:00:00,0.0
Computer,2023-07-10 12:00:00,1.82
Computer,2023-07-10 13:00:00,0.0
Computer,2023-07-10 14:00:00,0.0
Computer,2023-07-10 15:00:00,0.52
Computer,2023-07-10 16:00:00,0.0
Computer,2023-07-10 17:00:00,0.0
Computer,2023-07-10 18:00:00,0.0
Computer,2023-07-10 19:00:00,2.22
Computer,2023-07-10 20:00:00,1.04
Computer,2023-07-10 21:00:00,0.81
Computer,2023-07-10 22:00:00,2.5
Computer,2023-07-10 23:00:00,2.8
