Appliance Type,timestamp,Energy Consumption (kWh),Energy_scaled
Dishwasher,2023-06-21 01:00:00,1.96,0.06889279437609842
Dishwasher,2023-06-21 02:00:00,0.0,0.0
Dishwasher,2023-06-21 03:00:00,1.81,0.06362038664323375
Dishwasher,2023-06-21 04:00:00,0.79,0.02776801405975396
Dishwasher,2023-06-21 05:00:00,0.45,0.015817223198594025
Dishwasher,2023-06-21 06:00:00,1.18,0.04147627416520211
Dishwasher,2023-06-21 07:00:00,0.0,0.0
Dishwasher,2023-06-21 08:00:00,0.0,0.0
Dishwasher,2023-06-21 09:00:00,0.28,0.009841827768014061
Dishwasher,2023-06-21 10:00:00,0.0,0.0
Dishwasher,2023-06-21 11:00:00,2.1399999999999997,0.07521968365553602
Dishwasher,2023-06-21 12:00:00,0.0,0.0
Dishwasher,2023-06-21 13:00:00,0.0,0.0
Dishwasher,2023-06-21 14:00:00,0.0,0.0
Dishwasher,2023-06-21 15:00:00,0.0,0.0
Dishwasher,2023-06-21 16:00:00,0.42,0.014762741652021091
Dishwasher,2023-06-21 17:00:00,3.02,0.1061511423550088
Dishwasher,2023-06-21 18:00:00,1.27,0.044639718804920916
Dishwasher,2023-06-21 19:00:00,1.68,0.059050966608084364
Dishwasher,2023-06-21 20:00:00,0.68,0.023901581722319862
Dishwasher,2023-06-21 21:00:00,0.0,0.0
Dishwasher,2023-06-21 22:00:00,0.0,0.0
Dishwasher,2023-06-21 23:00:00,0.0,0.0
Dishwasher,2023-06-22 00:00:00,0.97,0.034094903339191567
Dishwasher,2023-06-22 01:00:00,3.27,0.11493848857644992
Dishwasher,2023-06-22 02:00:00,2.5700000000000003,0.09033391915641478
Dishwasher,2023-06-22 03:00:00,0.0,0.0
Dishwasher,2023-06-22 04:00:00,2.91,0.1022847100175747
Dishwasher,2023-06-22 05:00:00,1.27,0.044639718804920916
Dishwasher,2023-06-22 06:00:00,1.48,0.05202108963093146
Dishwasher,2023-06-22 07:00:00,1.31,0.0460456942003515
Dishwasher,2023-06-22 08:00:00,1.23,0.043233743409490336
Dishwasher,2023-06-22 09:00:00,0.0,0.0
Dishwasher,2023-06-22 10:00:00,2.37,0.08330404217926188
Dishwasher,2023-06-22 11:00:00,3.71,0.1304042179261863
Dishwasher,2023-06-22 12:00:00,0.0,0.0
Dishwasher,2023-06-22 13:00:00,0.4,0.014059753954305802
Dishwasher,2023-06-22 14:00:00,2.26,0.07943760984182777
Dishwasher,2023-06-22 15:00:00,0.48,0.01687170474516696
Dishwasher,2023-06-22 16:00:00,1.1,0.038664323374340955
Dishwasher,2023-06-22 17:00:00,2.4000000000000004,0.08435852372583481
Dishwasher,2023-06-22 18:00:00,0.0,0.0
Dishwasher,2023-06-22 19:00:00,2.34,0.08224956063268893
Dishwasher,2023-06-22 20:00:00,0.0,0.0
Dishwasher,2023-06-22 21:00:00,3.24,0.113884007029877
Dishwasher,2023-06-22 22:00:00,4.11,0.14446397188049212
Dishwasher,2023-06-22 23:00:00,0.0,0.0
Dishwasher,2023-06-23 00:00:00,1.44,0.05061511423550088
Dishwasher,2023-06-23 01:00:00,0.0,0.0
Dishwasher,2023-06-23 02:00:00,0.0,0.0
Dishwasher,2023-06-23 03:00:00,1.68,0.059050966608084364
Dishwasher,2023-06-23 04:00:00,4.01,0.14094903339191564
Dishwasher,2023-06-23 05:00:00,1.06,0.037258347978910374
Dishwasher,2023-06-23 06:00:00,0.0,0.0
Dishwasher,2023-06-23 07:00:00,0.0,0.0
Dishwasher,2023-06-23 08:00:00,0.0,0.0
Dishwasher,2023-06-23 09:00:00,1.67,0.05869947275922672
Dishwasher,2023-06-23 10:00:00,1.31,0.0460456942003515
Dishwasher,2023-06-23 11:00:00,1.2,0.0421792618629174
Dishwasher,2023-06-23 12:00:00,0.0,0.0
Dishwasher,2023-06-23 13:00:00,0.21,0.0073813708260105455
Dishwasher,2023-06-23 14:00:00,2.3,0.08084358523725835
Dishwasher,2023-06-23 15:00:00,1.88,0.06608084358523726
Dishwasher,2023-06-23 16:00:00,0.0,0.0
Dishwasher,2023-06-23 17:00:00,1.47,0.051669595782073814
Dishwasher,2023-06-23 18:00:00,0.0,0.0
Dishwasher,2023-06-23 19:00:00,3.8,0.1335676625659051
Dishwasher,2023-06-23 20:00:00,0.0,0.0
Dishwasher,2023-06-23 21:00:00,0.99,0.03479789103690686
Dishwasher,2023-06-23 22:00:00,1.05,0.03690685413005273
Dishwasher,2023-06-23 23:00:00,2.81,0.09876977152899825
Dishwasher,2023-06-24 00:00:00,2.49,0.08752196836555362
Dishwasher,2023-06-24 01:00:00,0.0,0.0
Dishwasher,2023-06-24 02:00:00,1.24,0.04358523725834798
Dishwasher,2023-06-24 03:00:00,1.81,0.06362038664323375
Dishwasher,2023-06-24 04:00:00,0.0,0.0
Dishwasher,2023-06-24 05:00:00,0.76,0.026713532513181024
Dishwasher,2023-06-24 06:00:00,4.09,0.1437609841827768
Dishwasher,2023-06-24 07:00:00,0.64,0.02249560632688928
Dishwasher,2023-06-24 08:00:00,0.0,0.0
Dishwasher,2023-06-24 09:00:00,1.7599999999999998,0.06186291739894552
Dishwasher,2023-06-24 10:00:00,1.43,0.05026362038664323
Dishwasher,2023-06-24 11:00:00,0.7,0.02460456942003515
Dishwasher,2023-06-24 12:00:00,0.0,0.0
Dishwasher,2023-06-24 13:00:00,2.8100000000000005,0.09876977152899827
Dishwasher,2023-06-24 14:00:00,0.0,0.0
Dishwasher,2023-06-24 15:00:00,0.9,0.03163444639718805
Dishwasher,2023-06-24 16:00:00,4.34,0.15254833040421795
Dishwasher,2023-06-24 17:00:00,1.23,0.043233743409490336
Dishwasher,2023-06-24 18:00:00,1.67,0.05869947275922672
Dishwasher,2023-06-24 19:00:00,0.0,0.0
Dishwasher,2023-06-24 20:00:00,0.0,0.0
Dishwasher,2023-06-24 21:00:00,0.53,0.018629173989455187
Dishwasher,2023-06-24 22:00:00,2.16,0.07592267135325133
Dishwasher,2023-06-24 23:00:00,0.0,0.0
Dishwasher,2023-06-25 00:00:00,1.89,0.0664323374340949
Dishwasher,2023-06-25 01:00:00,1.37,0.04815465729349737
Dishwasher,2023-06-25 02:00:00,0.86,0.030228471001757472
Dishwasher,2023-06-25 03:00:00,1.96,0.06889279437609842
Dishwasher,2023-06-25 04:00:00,0.0,0.0
Dishwasher,2023-06-25 05:00:00,2.16,0.07592267135325133
Dishwasher,2023-06-25 06:00:00,4.23,0.14868189806678386
Dishwasher,2023-06-25 07:00:00,2.61,0.09173989455184535
Dishwasher,2023-06-25 08:00:00,1.29,0.04534270650263621
Dishwasher,2023-06-25 09:00:00,0.5,0.01757469244288225
Dishwasher,2023-06-25 10:00:00,0.0,0.0
Dishwasher,2023-06-25 11:00:00,4.86,0.1708260105448155
Dishwasher,2023-06-25 12:00:00,0.82,0.02882249560632689
Dishwasher,2023-06-25 13:00:00,1.54,0.05413005272407734
Dishwasher,2023-06-25 14:00:00,1.38,0.04850615114235501
Dishwasher,2023-06-25 15:00:00,1.39,0.04885764499121265
Dishwasher,2023-06-25 16:00:00,0.0,0.0
Dishwasher,2023-06-25 17:00:00,1.53,0.05377855887521969
Dishwasher,2023-06-25 18:00:00,0.62,0.02179261862917399
Dishwasher,2023-06-25 19:00:00,3.09,0.1086115992970123
Dishwasher,2023-06-25 20:00:00,0.75,0.02636203866432338
Dishwasher,2023-06-25 21:00:00,1.74,0.061159929701230235
Dishwasher,2023-06-25 22:00:00,0.76,0.026713532513181024
Dishwasher,2023-06-25 23:00:00,0.86,0.030228471001757472
Dishwasher,2023-06-26 00:00:00,0.22,0.007732864674868191
Dishwasher,2023-06-26 01:00:00,2.7199999999999998,0.09560632688927943
Dishwasher,2023-06-26 02:00:00,0.0,0.0
Dishwasher,2023-06-26 03:00:00,0.69,0.024253075571177504
Dishwasher,2023-06-26 04:00:00,1.92,0.06748681898066784
Dishwasher,2023-06-26 05:00:00,2.3,0.08084358523725835
Dishwasher,2023-06-26 06:00:00,2.38,0.08365553602811951
Dishwasher,2023-06-26 07:00:00,1.85,0.06502636203866433
Dishwasher,2023-06-26 08:00:00,1.5,0.05272407732864676
Dishwasher,2023-06-26 09:00:00,0.0,0.0
Dishwasher,2023-06-26 10:00:00,0.69,0.024253075571177504
Dishwasher,2023-06-26 11:00:00,0.0,0.0
Dishwasher,2023-06-26 12:00:00,1.18,0.04147627416520211
Dishwasher,2023-06-26 13:00:00,1.57,0.05518453427065027
Dishwasher,2023-06-26 14:00:00,1.39,0.04885764499121265
Dishwasher,2023-06-26 15:00:00,1.35,0.04745166959578208
Dishwasher,2023-06-26 16:00:00,0.59,0.020738137082601055
Dishwasher,2023-06-26 17:00:00,0.0,0.0
Dishwasher,2023-06-26 18:00:00,0.86,0.030228471001757472
Dishwasher,2023-06-26 19:00:00,0.56,0.019683655536028122
Dishwasher,2023-06-26 20:00:00,0.0,0.0
Dishwasher,2023-06-26 21:00:00,0.91,0.031985940246045695
Dishwasher,2023-06-26 22:00:00,1.17,0.041124780316344464
Dishwasher,2023-06-26 23:00:00,0.0,0.0
Dishwasher,2023-06-27 00:00:00,0.9,0.03163444639718805
Dishwasher,2023-06-27 01:00:00,0.29,0.010193321616871705
Dishwasher,2023-06-27 02:00:00,0.0,0.0
Dishwasher,2023-06-27 03:00:00,0.0,0.0
Dishwasher,2023-06-27 04:00:00,0.0,0.0
Dishwasher,2023-06-27 05:00:00,1.04,0.03655536028119508
Dishwasher,2023-06-27 06:00:00,0.0,0.0
Dishwasher,2023-06-27 07:00:00,0.7899999999999999,0.027768014059753952
Dishwasher,2023-06-27 08:00:00,0.0,0.0
Dishwasher,2023-06-27 09:00:00,1.43,0.05026362038664323
Dishwasher,2023-06-27 10:00:00,0.0,0.0
Dishwasher,2023-06-27 11:00:00,0.0,0.0
Dishwasher,2023-06-27 12:00:00,2.08,0.07311072056239017
Dishwasher,2023-06-27 13:00:00,0.66,0.02319859402460457
Dishwasher,2023-06-27 14:00:00,1.31,0.0460456942003515
Dishwasher,2023-06-27 15:00:00,0.0,0.0
Dishwasher,2023-06-27 16:00:00,1.75,0.06151142355008788
Dishwasher,2023-06-27 17:00:00,1.93,0.06783831282952549
Dishwasher,2023-06-27 18:00:00,0.0,0.0
Dishwasher,2023-06-27 19:00:00,1.9,0.06678383128295255
Dishwasher,2023-06-27 20:00:00,3.54,0.12442882249560634
Dishwasher,2023-06-27 21:00:00,0.6,0.0210896309314587
Dishwasher,2023-06-27 22:00:00,3.17,0.11142355008787347
Dishwasher,2023-06-27 23:00:00,1.73,0.06080843585237259
Dishwasher,2023-06-28 00:00:00,2.59,0.09103690685413006
Dishwasher,2023-06-28 01:00:00,2.48,0.08717047451669596
Dishwasher,2023-06-28 02:00:00,2.4299999999999997,0.08541300527240774
Dishwasher,2023-06-28 03:00:00,0.0,0.0
Dishwasher,2023-06-28 04:00:00,1.42,0.04991212653778559
Dishwasher,2023-06-28 05:00:00,0.0,0.0
Dishwasher,2023-06-28 06:00:00,0.77,0.02706502636203867
Dishwasher,2023-06-28 07:00:00,2.7800000000000002,0.09771528998242532
Dishwasher,2023-06-28 08:00:00,0.0,0.0
Dishwasher,2023-06-28 09:00:00,0.0,0.0
Dishwasher,2023-06-28 10:00:00,0.0,0.0
Dishwasher,2023-06-28 11:00:00,1.81,0.06362038664323375
Dishwasher,2023-06-28 12:00:00,1.8399999999999999,0.06467486818980668
Dishwasher,2023-06-28 13:00:00,0.0,0.0
Dishwasher,2023-06-28 14:00:00,1.29,0.04534270650263621
Dishwasher,2023-06-28 15:00:00,0.82,0.02882249560632689
Dishwasher,2023-06-28 16:00:00,4.53,0.1592267135325132
Dishwasher,2023-06-28 17:00:00,1.96,0.06889279437609842
Dishwasher,2023-06-28 18:00:00,0.0,0.0
Dishwasher,2023-06-28 19:00:00,0.64,0.02249560632688928
Dishwasher,2023-06-28 20:00:00,1.62,0.0569420035149385
Dishwasher,2023-06-28 21:00:00,0.25,0.008787346221441126
Dishwasher,2023-06-28 22:00:00,1.23,0.043233743409490336
Dishwasher,2023-06-28 23:00:00,0.0,0.0
Dishwasher,2023-06-29 00:00:00,0.0,0.0
Dishwasher,2023-06-29 01:00:00,0.0,0.0
Dishwasher,2023-06-29 02:00:00,0.0,0.0
Dishwasher,2023-06-29 03:00:00,2.83,0.09947275922671354
Dishwasher,2023-06-29 04:00:00,3.37,0.11845342706502637
Dishwasher,2023-06-29 05:00:00,1.73,0.06080843585237259
Dishwasher,2023-06-29 06:00:00,2.32,0.08154657293497364
Dishwasher,2023-06-29 07:00:00,1.12,0.039367311072056245
Dishwasher,2023-06-29 08:00:00,0.0,0.0
Dishwasher,2023-06-29 09:00:00,1.72,0.060456942003514945
Dishwasher,2023-06-29 10:00:00,0.43,0.015114235500878736
Dishwasher,2023-06-29 11:00:00,3.58,0.1258347978910369
Dishwasher,2023-06-29 12:00:00,1.03,0.03620386643233744
Dishwasher,2023-06-29 13:00:00,0.39,0.013708260105448157
Dishwasher,2023-06-29 14:00:00,0.0,0.0
Dishwasher,2023-06-29 15:00:00,3.17,0.11142355008787347
Dishwasher,2023-06-29 16:00:00,1.91,0.0671353251318102
Dishwasher,2023-06-29 17:00:00,1.17,0.041124780316344464
Dishwasher,2023-06-29 18:00:00,1.57,0.05518453427065027
Dishwasher,2023-06-29 19:00:00,0.0,0.0
Dishwasher,2023-06-29 20:00:00,0.0,0.0
Dishwasher,2023-06-29 21:00:00,1.22,0.04288224956063269
Dishwasher,2023-06-29 22:00:00,1.99,0.06994727592267136
Dishwasher,2023-06-29 23:00:00,1.74,0.061159929701230235
Dishwasher,2023-06-30 00:00:00,0.0,0.0
Dishwasher,2023-06-30 01:00:00,0.0,0.0
Dishwasher,2023-06-30 02:00:00,1.46,0.05131810193321617
Dishwasher,2023-06-30 03:00:00,2.2,0.07732864674868191
Dishwasher,2023-06-30 04:00:00,2.8200000000000003,0.0991212653778559
Dishwasher,2023-06-30 05:00:00,1.11,0.0390158172231986
Dishwasher,2023-06-30 06:00:00,2.5300000000000002,0.0889279437609842
Dishwasher,2023-06-30 07:00:00,1.19,0.041827768014059755
Dishwasher,2023-06-30 08:00:00,1.58,0.05553602811950792
Dishwasher,2023-06-30 09:00:00,1.75,0.06151142355008788
Dishwasher,2023-06-30 10:00:00,3.86,0.13567662565905098
Dishwasher,2023-06-30 11:00:00,2.2800000000000002,0.08014059753954307
Dishwasher,2023-06-30 12:00:00,2.77,0.09736379613356767
Dishwasher,2023-06-30 13:00:00,0.21,0.0073813708260105455
Dishwasher,2023-06-30 14:00:00,0.0,0.0
Dishwasher,2023-06-30 15:00:00,0.34,0.011950790861159931
Dishwasher,2023-06-30 16:00:00,2.88,0.10123022847100176
Dishwasher,2023-06-30 17:00:00,3.72,0.13075571177504394
Dishwasher,2023-06-30 18:00:00,1.54,0.05413005272407734
Dishwasher,2023-06-30 19:00:00,2.17,0.07627416520210897
Dishwasher,2023-06-30 20:00:00,1.91,0.0671353251318102
Dishwasher,2023-06-30 21:00:00,2.9,0.10193321616871705
Dishwasher,2023-06-30 22:00:00,0.44,0.015465729349736381
Dishwasher,2023-06-30 23:00:00,1.83,0.06432337434094904
Dishwasher,2023-07-01 00:00:00,0.25,0.008787346221441126
Dishwasher,2023-07-01 01:00:00,0.51,0.017926186291739896
Dishwasher,2023-07-01 02:00:00,0.3,0.01054481546572935
Dishwasher,2023-07-01 03:00:00,1.7200000000000002,0.06045694200351495
Dishwasher,2023-07-01 04:00:00,1.67,0.05869947275922672
Dishwasher,2023-07-01 05:00:00,1.57,0.05518453427065027
Dishwasher,2023-07-01 06:00:00,2.4699999999999998,0.08681898066783832
Dishwasher,2023-07-01 07:00:00,1.77,0.06221441124780317
Dishwasher,2023-07-01 08:00:00,3.4699999999999998,0.12196836555360281
Dishwasher,2023-07-01 09:00:00,0.32,0.01124780316344464
Dishwasher,2023-07-01 10:00:00,0.0,0.0
Dishwasher,2023-07-01 11:00:00,2.35,0.08260105448154659
Dishwasher,2023-07-01 12:00:00,1.42,0.04991212653778559
Dishwasher,2023-07-01 13:00:00,2.46,0.08646748681898067
Dishwasher,2023-07-01 14:00:00,0.0,0.0
Dishwasher,2023-07-01 15:00:00,0.0,0.0
Dishwasher,2023-07-01 16:00:00,2.51,0.0882249560632689
Dishwasher,2023-07-01 17:00:00,1.0,0.0351493848857645
Dishwasher,2023-07-01 18:00:00,0.0,0.0
Dishwasher,2023-07-01 19:00:00,0.79,0.02776801405975396
Dishwasher,2023-07-01 20:00:00,2.75,0.09666080843585238
Dishwasher,2023-07-01 21:00:00,0.0,0.0
Dishwasher,2023-07-01 22:00:00,0.0,0.0
Dishwasher,2023-07-01 23:00:00,0.26,0.00913884007029877
Dishwasher,2023-07-02 00:00:00,2.02,0.0710017574692443
Dishwasher,2023-07-02 01:00:00,0.29,0.010193321616871705
Dishwasher,2023-07-02 02:00:00,2.36,0.08295254833040422
Dishwasher,2023-07-02 03:00:00,0.65,0.022847100175746926
Dishwasher,2023-07-02 04:00:00,0.0,0.0
Dishwasher,2023-07-02 05:00:00,1.5,0.05272407732864676
Dishwasher,2023-07-02 06:00:00,0.0,0.0
Dishwasher,2023-07-02 07:00:00,4.13,0.14516695957820738
Dishwasher,2023-07-02 08:00:00,1.74,0.061159929701230235
Dishwasher,2023-07-02 09:00:00,0.46,0.01616871704745167
Dishwasher,2023-07-02 10:00:00,0.0,0.0
Dishwasher,2023-07-02 11:00:00,0.0,0.0
Dishwasher,2023-07-02 12:00:00,0.0,0.0
Dishwasher,2023-07-02 13:00:00,0.46,0.01616871704745167
Dishwasher,2023-07-02 14:00:00,0.3,0.01054481546572935
Dishwasher,2023-07-02 15:00:00,2.82,0.09912126537785589
Dishwasher,2023-07-02 16:00:00,0.0,0.0
Dishwasher,2023-07-02 17:00:00,0.31,0.010896309314586995
Dishwasher,2023-07-02 18:00:00,1.36,0.047803163444639724
Dishwasher,2023-07-02 19:00:00,0.0,0.0
Dishwasher,2023-07-02 20:00:00,1.52,0.05342706502636205
Dishwasher,2023-07-02 21:00:00,0.0,0.0
Dishwasher,2023-07-02 22:00:00,3.19,0.11212653778558876
Dishwasher,2023-07-02 23:00:00,0.0,0.0
Dishwasher,2023-07-03 00:00:00,0.0,0.0
Dishwasher,2023-07-03 01:00:00,0.0,0.0
Dishwasher,2023-07-03 02:00:00,4.8100000000000005,0.1690685413005273
Dishwasher,2023-07-03 03:00:00,0.0,0.0
Dishwasher,2023-07-03 04:00:00,1.52,0.05342706502636205
Dishwasher,2023-07-03 05:00:00,0.0,0.0
Dishwasher,2023-07-03 06:00:00,3.5,0.12302284710017576
Dishwasher,2023-07-03 07:00:00,1.24,0.04358523725834798
Dishwasher,2023-07-03 08:00:00,1.0,0.0351493848857645
Dishwasher,2023-07-03 09:00:00,1.26,0.04428822495606327
Dishwasher,2023-07-03 10:00:00,2.13,0.07486818980667839
Dishwasher,2023-07-03 11:00:00,0.76,0.026713532513181024
Dishwasher,2023-07-03 12:00:00,2.91,0.1022847100175747
Dishwasher,2023-07-03 13:00:00,0.0,0.0
Dishwasher,2023-07-03 14:00:00,0.0,0.0
Dishwasher,2023-07-03 15:00:00,1.22,0.04288224956063269
Dishwasher,2023-07-03 16:00:00,0.0,0.0
Dishwasher,2023-07-03 17:00:00,2.19,0.07697715289982426
Dishwasher,2023-07-03 18:00:00,0.0,0.0
Dishwasher,2023-07-03 19:00:00,0.39,0.013708260105448157
Dishwasher,2023-07-03 20:00:00,1.38,0.04850615114235501
Dishwasher,2023-07-03 21:00:00,0.0,0.0
Dishwasher,2023-07-03 22:00:00,0.32,0.01124780316344464
Dishwasher,2023-07-03 23:00:00,0.9199999999999999,0.03233743409490334
Dishwasher,2023-07-04 00:00:00,1.64,0.05764499121265378
Dishwasher,2023-07-04 01:00:00,2.76,0.09701230228471001
Dishwasher,2023-07-04 02:00:00,0.87,0.030579964850615118
Dishwasher,2023-07-04 03:00:00,1.56,0.05483304042179263
Dishwasher,2023-07-04 04:00:00,1.39,0.04885764499121265
Dishwasher,2023-07-04 05:00:00,0.0,0.0
Dishwasher,2023-07-04 06:00:00,1.86,0.06537785588752197
Dishwasher,2023-07-04 07:00:00,1.29,0.04534270650263621
Dishwasher,2023-07-04 08:00:00,0.0,0.0
Dishwasher,2023-07-04 09:00:00,2.0700000000000003,0.07275922671353253
Dishwasher,2023-07-04 10:00:00,0.28,0.009841827768014061
Dishwasher,2023-07-04 11:00:00,0.0,0.0
Dishwasher,2023-07-04 12:00:00,4.47,0.15711775043936732
Dishwasher,2023-07-04 13:00:00,0.0,0.0
Dishwasher,2023-07-04 14:00:00,0.0,0.0
Dishwasher,2023-07-04 15:00:00,1.72,0.060456942003514945
Dishwasher,2023-07-04 16:00:00,0.0,0.0
Dishwasher,2023-07-04 17:00:00,3.16,0.11107205623901584
Dishwasher,2023-07-04 18:00:00,1.49,0.052372583479789105
Dishwasher,2023-07-04 19:00:00,3.3200000000000003,0.11669595782073816
Dishwasher,2023-07-04 20:00:00,0.26,0.00913884007029877
Dishwasher,2023-07-04 21:00:00,0.25,0.008787346221441126
Dishwasher,2023-07-04 22:00:00,2.64,0.09279437609841829
Dishwasher,2023-07-04 23:00:00,0.68,0.023901581722319862
Dishwasher,2023-07-05 00:00:00,0.68,0.023901581722319862
Dishwasher,2023-07-05 01:00:00,0.0,0.0
Dishwasher,2023-07-05 02:00:00,0.0,0.0
Dishwasher,2023-07-05 03:00:00,0.93,0.032688927943760986
Dishwasher,2023-07-05 04:00:00,1.55,0.05448154657293498
Dishwasher,2023-07-05 05:00:00,1.91,0.0671353251318102
Dishwasher,2023-07-05 06:00:00,0.0,0.0
Dishwasher,2023-07-05 07:00:00,0.0,0.0
Dishwasher,2023-07-05 08:00:00,0.0,0.0
Dishwasher,2023-07-05 09:00:00,4.88,0.17152899824253076
Dishwasher,2023-07-05 10:00:00,0.0,0.0
Dishwasher,2023-07-05 11:00:00,1.78,0.06256590509666081
Dishwasher,2023-07-05 12:00:00,1.39,0.04885764499121265
Dishwasher,2023-07-05 13:00:00,0.71,0.024956063268892794
Dishwasher,2023-07-05 14:00:00,0.76,0.026713532513181024
Dishwasher,2023-07-05 15:00:00,3.67,0.12899824253075573
Dishwasher,2023-07-05 16:00:00,0.0,0.0
Dishwasher,2023-07-05 17:00:00,1.8,0.0632688927943761
Dishwasher,2023-07-05 18:00:00,1.07,0.03760984182776802
Dishwasher,2023-07-05 19:00:00,0.0,0.0
Dishwasher,2023-07-05 20:00:00,2.7,0.09490333919156416
Dishwasher,2023-07-05 21:00:00,1.63,0.05729349736379614
Dishwasher,2023-07-05 22:00:00,1.64,0.05764499121265378
Dishwasher,2023-07-05 23:00:00,0.0,0.0
Dishwasher,2023-07-06 00:00:00,0.83,0.029173989455184537
Dishwasher,2023-07-06 01:00:00,0.0,0.0
Dishwasher,2023-07-06 02:00:00,0.0,0.0
Dishwasher,2023-07-06 03:00:00,0.0,0.0
Dishwasher,2023-07-06 04:00:00,2.21,0.07768014059753955
Dishwasher,2023-07-06 05:00:00,0.0,0.0
Dishwasher,2023-07-06 06:00:00,2.31,0.081195079086116
Dishwasher,2023-07-06 07:00:00,1.72,0.060456942003514945
Dishwasher,2023-07-06 08:00:00,3.48,0.12231985940246047
Dishwasher,2023-07-06 09:00:00,1.37,0.04815465729349737
Dishwasher,2023-07-06 10:00:00,0.4,0.014059753954305802
Dishwasher,2023-07-06 11:00:00,2.4699999999999998,0.08681898066783832
Dishwasher,2023-07-06 12:00:00,3.66,0.12864674868189807
Dishwasher,2023-07-06 13:00:00,0.0,0.0
Dishwasher,2023-07-06 14:00:00,1.97,0.06924428822495607
Dishwasher,2023-07-06 15:00:00,0.0,0.0
Dishwasher,2023-07-06 16:00:00,0.6,0.0210896309314587
Dishwasher,2023-07-06 17:00:00,2.24,0.07873462214411249
Dishwasher,2023-07-06 18:00:00,2.03,0.07135325131810193
Dishwasher,2023-07-06 19:00:00,1.03,0.03620386643233744
Dishwasher,2023-07-06 20:00:00,0.59,0.020738137082601055
Dishwasher,2023-07-06 21:00:00,1.41,0.04956063268892794
Dishwasher,2023-07-06 22:00:00,3.4699999999999998,0.12196836555360281
Dishwasher,2023-07-06 23:00:00,0.0,0.0
Dishwasher,2023-07-07 00:00:00,0.0,0.0
Dishwasher,2023-07-07 01:00:00,3.7600000000000002,0.13216168717047452
Dishwasher,2023-07-07 02:00:00,0.78,0.027416520210896314
Dishwasher,2023-07-07 03:00:00,0.61,0.021441124780316345
Dishwasher,2023-07-07 04:00:00,0.0,0.0
Dishwasher,2023-07-07 05:00:00,0.0,0.0
Dishwasher,2023-07-07 06:00:00,1.83,0.06432337434094904
Dishwasher,2023-07-07 07:00:00,1.96,0.06889279437609842
Dishwasher,2023-07-07 08:00:00,1.1,0.038664323374340955
Dishwasher,2023-07-07 09:00:00,1.8,0.0632688927943761
Dishwasher,2023-07-07 10:00:00,0.47,0.016520210896309315
Dishwasher,2023-07-07 11:00:00,0.0,0.0
Dishwasher,2023-07-07 12:00:00,0.39,0.013708260105448157
Dishwasher,2023-07-07 13:00:00,0.82,0.02882249560632689
Dishwasher,2023-07-07 14:00:00,0.0,0.0
Dishwasher,2023-07-07 15:00:00,0.48,0.01687170474516696
Dishwasher,2023-07-07 16:00:00,1.54,0.05413005272407734
Dishwasher,2023-07-07 17:00:00,0.88,0.030931458699472763
Dishwasher,2023-07-07 18:00:00,0.0,0.0
Dishwasher,2023-07-07 19:00:00,1.96,0.06889279437609842
Dishwasher,2023-07-07 20:00:00,1.48,0.05202108963093146
Dishwasher,2023-07-07 21:00:00,2.5500000000000003,0.08963093145869949
Dishwasher,2023-07-07 22:00:00,3.18,0.11177504393673113
Dishwasher,2023-07-07 23:00:00,0.81,0.02847100175746925
Dishwasher,2023-07-08 00:00:00,0.0,0.0
Dishwasher,2023-07-08 01:00:00,0.57,0.020035149384885764
Dishwasher,2023-07-08 02:00:00,1.93,0.06783831282952549
Dishwasher,2023-07-08 03:00:00,1.04,0.03655536028119508
Dishwasher,2023-07-08 04:00:00,0.0,0.0
Dishwasher,2023-07-08 05:00:00,0.0,0.0
Dishwasher,2023-07-08 06:00:00,0.0,0.0
Dishwasher,2023-07-08 07:00:00,1.28,0.04499121265377856
Dishwasher,2023-07-08 08:00:00,0.0,0.0
Dishwasher,2023-07-08 09:00:00,1.69,0.05940246045694201
Dishwasher,2023-07-08 10:00:00,1.6,0.05623901581722321
Dishwasher,2023-07-08 11:00:00,0.0,0.0
Dishwasher,2023-07-08 12:00:00,0.0,0.0
Dishwasher,2023-07-08 13:00:00,1.45,0.050966608084358524
Dishwasher,2023-07-08 14:00:00,2.17,0.07627416520210897
Dishwasher,2023-07-08 15:00:00,0.58,0.02038664323374341
Dishwasher,2023-07-08 16:00:00,4.49,0.1578207381370826
Dishwasher,2023-07-08 17:00:00,1.78,0.06256590509666081
Dishwasher,2023-07-08 18:00:00,0.0,0.0
Dishwasher,2023-07-08 19:00:00,3.75,0.1318101933216169
Dishwasher,2023-07-08 20:00:00,3.03,0.10650263620386644
Dishwasher,2023-07-08 21:00:00,2.08,0.07311072056239017
Dishwasher,2023-07-08 22:00:00,3.04,0.1068541300527241
Dishwasher,2023-07-08 23:00:00,0.0,0.0
Dishwasher,2023-07-09 00:00:00,1.68,0.059050966608084364
Dishwasher,2023-07-09 01:00:00,0.0,0.0
Dishwasher,2023-07-09 02:00:00,1.55,0.05448154657293498
Dishwasher,2023-07-09 03:00:00,6.83,0.24007029876977154
Dishwasher,2023-07-09 04:00:00,0.99,0.03479789103690686
Dishwasher,2023-07-09 05:00:00,0.61,0.021441124780316345
Dishwasher,2023-07-09 06:00:00,0.69,0.024253075571177504
Dishwasher,2023-07-09 07:00:00,1.8,0.0632688927943761
